id,comment
4,メタノール なんて 市販 の 燃料 用 アルコール に 含ま れ てる し 、 家族 に 毒 を 盛ら れる なんて 普通 は 考え ない 。 
4,危険 運転 なんか も そう だ けど 、 世の中 、 善意 と 信頼 と 常識 で なんとか 成り立っ て 回っ てる の だ けど 、 それ を 崩す 行為 が 起きる と 、 対処 し きれ ない 。 
5,本人 は 否認 し て いる し 、 明確 な 証拠 が ある という 訳 で も な さ そう 。 
5,逮捕 と いう だけ で 、 罪 が 確定 し て いる か の よう な 書き方 は 違う と 思う 。 
5,そもそも 、 薬物 に 詳しい 人 が 致死 量 の メタノール 飲ま せ て ばれ ない と は 思わ ない の で は ？ という か 、 そもそも メタノール を 選ぶ ？ ？ 
5,1 月 に 亡くなっ て 、 逮捕 まで これ だけ かかる という 事 は 不可解 な 部分 が 多い の だ と 思う 。 
5,決めつけ た よう な 報道 は どう か と 思う 。 
6,まだ 容疑 者 の 段階 な ので 、 冤罪 かも しれ ない し … 
6,なんとも 言え ませ ん が 、 少なくとも 、 お母さん を 亡くし て 、 お父さん も これから 取調べ ( 逮捕 と なれ ば 帰っ て は 来 ない でしょ う ) と なる 、 小学生 の 息子 さん の こと が 、 不憫 で なり ませ ん 。 
6,しっかり と ケア を し て くれる 身内 の 方 、 サポート 団体 の 力 を 借り て 、 少し でも 穏やか に 、 これから の 日々 を 送っ て ほしい と 願い ます 。 
7,第 一 三共 と 言え ば 歴史 も 古く 日本 で は トップクラス の 医薬品 メーカー 。 
7,また 犯人 も 奥さん も 旧 帝 出 の エリート で 犯人 は 博士 号 まで 取得 し て おり 優秀 で あっ た の は 間違い ない 。 
7,しかし 何で こんな 事 を やっ て しまっ た の か 。 
7,製薬 メーカー は 特に 一般 会社 以上 に 生命 に対する コンプライアンス が 必要 で か って 医薬品 メーカー に 勤務 し て い た 者 として 理解 に 苦しむ 事件 だ 。 
8,メタノール は 致死 に は かなり の 量 （ 30 ～ 200 ｍL ） が 必要 です 。 
8,この 奥さん は かなり お 酒 が 飲める 口 だっ た の か 、 はた また キッチンドランカー だっ た の か 。 
8,のん 兵衛 の 男 は メタノール 中毒 で 失明 する 事故 が 多い けど 、 女性 で は 確か に 珍しい でしょ う ね 。 
8,なお 、 メタノール は 燃料 用 アルコール として 、 ホームセンター なんか で も 購入 できる よう な ので 、 どこ から 手 に 入れ た か を 調べる の は 結構 大変 かも しれ ませ ん ね 。 
8,もちろん 、 研究所 や 実験 室 に は 普通 に 置い て あり ます 。 
9,有機物 ・ 無機物 の 化学 系 毒物 は 化合 物 まで 広げる と 無数 と なる 。 
9,専門 的 知識 は 科捜研 の 専門 家 で 解明 する しか ない で あろ う 。 
9,浅学 だ が メチール 基 の 一般 的 情報 で は 、 有機物 と 結び やすく 容易 に 複合 体 を 得 やすい ので 創 薬 過程 で 多様 さ れ て いる だろ う 。 
9,さて 、 捜査 は 長期 に 渡っ て 行わ れ て 疑義 が 高まっ た こと から 逮捕 に 至っ た と 言う こと だろ う 。 
9,何れ に し て も 専門 的 捜査 に 委ねる しか ない 。 
9,真相 は 、 その 先 だ 。 
10,博士 号 まで 取っ て ， どうして こうした こと を … 。 
10,メタノール です が 割 と 簡単 に 手 に 入り ます 。 
10,確か ハンコ が あれ ば よかっ た だけ 。 
10,しかも 理化学 実験 で は 頻繁 に 使う 薬品 。 
10,やらかし て くれ た な … 。 
10,因みに メタノール で の 殺人 は ， 簡単 に バレ ます 。 
10,よく ロシア で 偽造 酒 = メタノール で 人 が 死に まし た よ ね 。 
10,でも すぐ わかる から 逮捕 と なる 。 
10,これ で また 規制 が 厳しく なり ， その 対応 に ( ただ で さ ない ) 研究 費 を 割か ない と いけ ない 。 
10,なお 製薬 会社 から 薬品 を 持ち出し た と なる と ， 法人 として の 責任 を 問わ れ て ， 業務 停止 処分 と なり ます 。 
10,因みに メチル と 呼ば れる 通り 失明 を よく 指摘 さ れ ます が ， 正確 に は 体内 で 変化 し て ホルムアルデヒド や ギ 酸 と なり ます 。 
10,ギ 酸 は ， ハチ や アリ の 毒 と 一緒 。 
10,痛み を 和らげる 研究 を し て い て こういう 毒 を 使う と は … 。 
10,亡くなら れ た 方 ， さぞ つらかっ た と 思い ます 。 
10,ご 冥福 を お祈り し ， 残さ れ た ご 家族 に は お悔やみ 申し上げ ます 。 
11,アルコール ランプ の 燃料 は メタノール です よ ね 。 
11,取り扱い は 注意 が 必要 です が 、 入手 は 簡単 で 、 毒性 も 広く 知ら れ て い て 、 専門 家 で ない と 考えつか ない 殺害 方法 で も なく 、 ミステリー で も あまり 犯罪 に 使わ れ ない 気 が し ます が 。 
11,安価 で 、 燃料 アルコール は 入手 可能 だっ た ので 、 戦中 戦後 に 失明 し たり 、 中毒 で なく なっ たり という 話 は 聞い た こと が あり ます 。 
12,一番 の 被害 者 は たった 一 人 残さ れ た 子供 だ ね 。 
12,本当に お 気の毒 と しか 言え ない 。 
12,父親 が 母親 を 殺害 し た 事 に 、 どれ だけ ショック を 受け た こと か 、 想像 に 難く ない 。 
12,まだ 、 10 歳 という 年齢 を 考える と 将来 の 事 が 心配 だ 。 
12,どちら か の 祖父母 が 後見人 と なり 、 育てる の だろ う が 、 心中 察 する に 余り ある もの が ある 。 
13,家庭 を 見る に 、 残さ れ た 子供 は 両親 を 失っ た も 同然 気の毒 で は ある けど 、 生き て いか なく て は なら ない とても 受け入れ られ ない 現実 で は ある だろ う けど 、 子供 の 精神 的 な ケア と 教育 面 で の 変わら ない フォロー も 大切 だ と 思う 
14,血液 検査 を すれ ば すぐ に バレる と 言う のに 、 よく よく 、 周り が 見え て い ない 。 
14,と 言う より 、 半径 1 メートル で 世界 が 閉じ て しまっ て いる 人間 な の だろ う と 思え ます 。 
14,この 方法 なら 、 絶対 に バレ ない し 、 バレ て も 自分 で は ない と 言い張れ ば 、 捕まら ない と でも 思っ た の でしょ う か ？ 
14,残念 ながら 、 半径 1 メートル の 外 に 、 犯行 を 立証 できる 証拠 は 揃っ て い まし た よ 。 
14,結婚 を し て い た として も 、 奥さん と の 距離 は 、 かなり 、 離れ て い た の でしょ う 。 
15,社会 人 ドクター と なっ て 博士 号 を 取得 する だけ 会社 にとって は 貢献 できる 人材 だけ に 第 一 三共 として は 残念 です ね 。 
15,関わる 開発 薬 が 上市 さ れ たら 、 たくさん の 人 を 救え た のに 。 
15,それにしても 、 小学生 の お子さん が 不憫 で なら ない 。 
15,だいぶ 前 から 夫婦 仲 が 悪かっ た と 言う から 、 お子さん 年齢 的 に いろいろ と 感じ取っ て いたん じゃ なん じゃ ない か … と 思い ます 。 
16,メタノール だ と 劇薬 だ から 1 ml 単位 で 管理 さ れ て ます よ ね 。 
16,バレ ない よう に 持ち だす なら 毎回 0 . 1 ml とか 抜い た の か な 。 
16,自分 なら 、 100 回 も そんな こと 繰り返す 前 に 違う 方法 考える な 、 、 。 
16,ていう か 、 家族 に 頼む から 薬物 で 殺さ れ い で ね 、 私 が 疑わ れる から 、 って 冗談 で 言っ た 事 が ある ん だ けど 、 入手 経路 も 特定 さ れ て なく て 、 本人 が 否認 し て て も 、 製薬 会社 勤め って だけ で 逮捕 さ れ た と し たら 、 前 に 家族 に 話し た の が 、 現実 に なり そう で 怖い 
17,メタノール が 誤 飲 等 で 体内 に 吸収 さ れる と 、 意識 レベル の 低下 、 嘔吐 、 腹痛 など が 起こる 車 の 青い ウォッシャー 液 の 中 に も メタノール 入っ て て 、 少量 接種 で も 毒性 あり 死亡 する 場合 も ある から 気 を つけ て ね ウィンドウォッシャー する 時 は 、 口 に 入ら ない よう 窓 は 閉め て から やり ましょ う 
18,新た な 証拠 が で て き て 警察 か 検察 から 発表 が あっ た の なら ともかく 、 容疑 者 が どんな 研究 を し てよ う が どんな 経歴 を もっ て よう が 公 に し た ところ で どんな 公的 利益 が ある の だろ う か 。 
18,いったい 何 を 知らせる こと が 目的 の 記事 な の か 理解 でき ない 。 
19,メタノール は 体 の 中 に 入る と あの ホルムアルデヒド に 変化 する と か 。 
19,バイオエタノール 暖炉 も 環境 に やさしい とか 言っ てる が 、 燃料 に は メタノール が 入っ てる し 、 身体 に 良く ない よ ね 。 
19,特に 消す 時 に でる ガス は 要注意 です 。 
20,この 記事 で 見る 限り は 優秀 な 人材 な ん です ね 。 
20,残念 ながら 道 を 踏み外し て っ て こと でしょ う ね 。 
20,仕事 熱心 な 人 は 私生活 に 問題 あっ たり 、 内心 的 に なる こと も ある から ね 。 
21,うち は 幸い な 事 仲 が 良く 殺し て やり たい と 思っ た こと は ない が 、 相手 が どう 思っ て いる か は 分から ない し 、 離婚 で は なく て 殺害 だ と 余程 の 理由 が ある の か 、 それとも 保険 金 等 の 実利 狙い な の か 色々 と 気 に なり ます 
22,う ～ ん 、 正直 謎 が 多 すぎ て これ だけ の 情報 で は 犯人 な の か 冤罪 な の か 、 どっち の 可能 性 も あっ て 判断 が つか ない 。 。 。 
22,詳しい 続報 が ある まで 意見 は 保留 し ます 。 
23,第 一 三共 の 新薬 開発 研究 者 なら この よう に わかり やすい 、 見つかり やすい 試薬 は 使う 訳 が ない 。 
23,もっと 少量 で 見つけ 難く 自分 が 疑わ れ ない 試薬 や 薬物 、 天然 毒 は ふんだんに ある し 、 その 知識 も 十分 に 持っ て いる から 。 
24,メタノール 使う なんて 直ぐ に バレる 毒殺 方法 で 殺害 とか 、 直ぐ に バレ て 捕まる って 思い 至ら ない の か ね ？ 
24,検死 で かならず エタノール 中毒 が 見つかる のに 。 
24,医者 だって 病死 か どう か は 直ぐ に 分かる 。 
24,死体 に 異常 を 感じ たら 検死 に 回さ れる 。 
24,子供 も いる の に 何故 殺そ う と 思っ た の か ？ 
24,離婚 を 選ば なかっ た 理由 が 原因 だろ う な 。 
25,夫 、 否認 し てる 。 
25,自宅 から メタノール の 容器 等 は 見つかっ て ない 。 
25,まさか 自供 待ち ？ 
25,報道 を そのまま 信じれ ば 、 警察 は 今 ちょっと 危ない 橋 を 渡っ てる 。 
25,それから 報道 は 既に 夫 が 犯人 の よう に 書い て いる が 、 まだ 「 容疑 者 」 だ よ ん 。 
25,万一 、 やっ て なかっ たら どう する の ？ 
26,燃料 用 メタノール の 販売 規制 に 動か なけれ ば 良い が ・ ・ ・ 溶媒 など で 利用 する こと が 多々 ある ので 。 
26,安く て 便利 。 
26,無論 、 危険 な 側面 は 承知 し て 、 対策 し て いる 。 
27,メタノール を 摂取 する と ホルムアルデヒド が 生成 さ れ 、 酸化 し て ギ 酸 に なる らしい 。 
27,血 中 に ギ 酸 が あれ ば メタノール が 怪しい と の こと 。 
27,原因 の 特定 は 比較的 容易 みたい ね 。 
27,何 が あっ た の か 知ら ない が 。 
28,何で 薬品 に 詳しい 人 が メタノール なんて 使っ た ん だろ う 。 。 。 
28,使い にくい し ニオイ も する し バレ やすい し 苦しむ の も わかる 。 。 。 
28,完全 犯罪 に する 気 は なかっ た ん だろ う と は 思う 。 
29,どう やっ て 摂取 さ せ た の か 気 に なる メタノール は 化学 系 の 研究 職 なら 馴染み 深い もの な ので 元 研究 者 の 奥さん なら すぐ 違和感 を 感じ た はず と 思う の です が 
30,製薬 企業 で R ＆ D (？) に 属し て いる の か な 。 
30,それで 不審 死 が 司法 解剖 さ れ て 結果 死因 が 何 で ある か 追究 する こと ( メタノール が 死因 だ と ) を 知ら ない と は 思え ない 。 
30,松本 サリン の 時 も 、 同じ よう に 犯人 扱い さ れ た 方 が い た よ ね 。 
30,先走っ た 報道 は 控え た 方 が よい か と 。 
31,これ まで の 立派 な 経緯 や 努力 、 研究 等 、 人生 を 帳消し に し て しまっ た ね 。 
31,何故 ？ 
31,奥さん に そんな もの を 、 、 詳しく は 分から ない けど 何 か 事情 が 有っ た に せよ 、 命 まで 奪う なんて 酷 すぎる 。 
31,御 長男 が 気の毒 だ 。 
32,抜群 の 頭脳 の 良 さ を 持っ て いる 薬品 会社 の 研究 員 の 人 が 　 薬物 殺害 で 死後 死因 検査 を する の は わかっ てる はず な のに 容易 に 他殺 と 判る やり方 で 殺害 する か なぁ ？ 
32,本人 が 否認 し たら この 事件 長引き そう な 気 が する 。 
32,こんな 人 は メタノール 以外 も 自由 に 手 に 入り そう な のに なんで メタノール な の か も 不思議 です よ ね 
33,それだけ の 才能 が ある の なら 、 もっと 他 に 考え方 、 方法 、 生き方 が あっ た と 思う けど 、 本人 の 中 で は それ しか 選択肢 が なかっ た の か と 。 。 
34,他 人事 だ と 思っ て たら です よ ね 。 
34,家族 で も 、 殺意 を 持た れ たら 怖い です よ 。 
34,しかし 、 風貌 が 想像 し て い た 研究 員 ら しから ぬ 人 です ね 。 
34,学校 の 先生 も 給食 の カレー に 漂白 剤 入れ た 事件 も あり 、 理性 で 抑える こと が 出来 なく なっ てる 。 
35,20 年 近く 前 です が 第 一 三共 は 合併 前 の 第一製薬 の 基礎 研究 で オボ ちゃん も 顔 真っ青 の 論文 不正 が あり まし た よ ね 。 
35,外部 で 追試 し た が データ に 再現 性 が なかっ た 。 
35,大元 の データ 提出 を 求め られ 、 ない と の こと で 。 。 。 
35,そいつ も 退職 し まし た が 今 は どう し て いる の だろ う か 。 
36,別 の 記事 で み た けど 、 夫 は 否定 し てる ん です ね 
36,よほど の 証拠 が ない と 逮捕 でき ない と 思う けど 、 決定的 な 逮捕 の 決め手 は なん だっ た ん だろ う お母さん は 亡くなっ て お父さん は 逮捕 とか 、 お子さん が かわいそう で なら ない 
37,会社 に も メタノール が あり ます 。 
37,塗装 関係 に 使用 し ます が 入手 は とても 容易 です 。 
37,取り扱い に は 十分 注意 し て い ます 。 
38,第 一 三共 ( 容疑 者 と 同じ 職場 ) の 人間 が 知人 に いる が 、 時間 を 当たり前 の よう に 守ら ず 、 人 と 話す の も 苦手 の 様子 。 
38,頭 は 良い ので 研究 者 に 向い て いる ん だろ う けど 、 人付き合い は 難し そう 。 
39,お母さん が 亡くなり 、 その お母さん を お父さん が 殺し て い た と 知っ た 時 の お子さん の ショック を 思う と 言葉 が ない です … 
39,お子さん が 安全 な 場所 で 大切 に さ れ ながら 健やか に 育っ て いけ ます よう に 。 
40,メタノール の 臭い は 、 比較的 エタノール の それ に 近く て 割 と 弱い ので 、 エタノール （ いわゆる アルコール です ね ） 臭 の する お 酒 に 混ぜ られ て も 気 が つき にくい の で は ない か と 思い ます 。 
40,メタノール の その よう な 具体 的 な 性質 を 知っ て いる 人 だ から こそ 、 でき た こと の よう に 感じ まし た 。 
40,模倣 犯 （ 猿 まね は 笑いもの ） が 出 ない こと を 願っ て い ます 。 
41,メタノール 、 メチルアルコール … 小さい とき 、 メチルアルコール と 言っ て い た が 、 今 は メタノール が 一般 的 ？ 
41,目 散る （ メチル ） で こっち が 危ない … と 覚え て い た が … 
41,戦後 生まれ だ が 、 戦中 に これ を 飲ん で 失明 … と 言う の を 小さい とき に 耳 に し た 酒 の 変わり に 飲ん で は いけ ない と … 失明 する と ロシア で 酒 に 混ぜ て 販売 し て 死者 も 出 て い た なぁ 
41,知ら ない で 混ぜ られ たら 防ぎ よう が ない から 怖い 
42,この ニュース で 単に 氷山 の 一角 が 解け た 為 に 露出 し た の かも と 思う 。 
42,氣骨 の ある メディア なら この 事件 を 命懸け で 徹底的 に 追及 し て 下され ば とても 有難い の です が ・ ・ ・ 。 
43,化学 か 薬学 か 書い て ない けど 、 それなり の 専門 家 な の だ から メタノール で バレる こと くらい 判る と 思う けど 。 
43,バレ て も いい や 、 素手 で 殺す より は マシ っていう 投げやり な 気持ち だっ た の か な 。 
43,髪型 も 、 精神 的 に 疲れ て いる 人 っぽく なっ てる し 。 
44,こういう こと さ れる と 、 劇 物 の メタノール が 急 に 毒物 指定 さ れ かね ない 。 
44,アジ 化 ナトリウム も 劇 物 で すら なかっ た のに 例 の 事件 で 急 に 毒物 に なっ た 。 
44,毒物 は 取り扱い が 大変 過ぎる ので 、 ぜひとも やめ て ほしい が 。 。 。 
45,メタノール なんて 簡単 に 入手 できる し どう する ん だろ う これ 。 
45,状況 証拠 で 黒 に できる ん か ね 。 
45,それとも それ 以上 の 何 か が ある か 。 
45,この 裁判 の 結果 が どう なる か は 興味深い 。 
46,何で わざわざ 会社 名 出し てる の だろ う ‥ 。 
46,製薬 会社 の 研究 員 と 、 エタノール 、 を 結びつけ たかっ た の だろ う か 。 
46,いずれ に せよ 、 子供 さん が 可哀想 だ と 思う 。 
47,奥さん が 京都大 学 大学院 まで 出 て 就職 し て 3 年 で 退職 って とこ に びっくり し て しまっ た 。 
47,第 一 三共 より もっと 良い 会社 が あっ た の か な 。 
47,今時 寿 退社 だっ たら びっくり です 
48,晩酌 する 際 の お 酒 に メタノール を 混ぜ た の だろ う か ？ 
48,真相 は まだ 分から ない けど 、 メキシコ や インド で 密造 酒 に よく 使わ れる 方法 で 、 コレ が 身体 に 入っ たら 、 じわじわ と 蝕ま れ て いく の を この 方 の 経歴 から 見 て も 充分 理解 し た 上 で さ れ た の で は ない か と 思う と … 夫婦 関係 の トラブル な の か なぁ 
49,お子さん が 心配 です ね 。 
49,良い 親族 に 保護 さ れ て いる と いい です が … 
49,お子さん の 心 の ケア を 大事 に し て あげ て ほしい 。 
50,メタノール なんて なん に でも 入っ てる だろ う 。 
50,鎮痛 剤 研究 と 結びつける 必要 は ない だろ う 。 
50,終戦 後 メタノール で 死ん だ やつ なんて たくさん いる し 、 憶測 、 煽り 記事 は やめ て ほしい 。 
51,ここ まで 薬学 の 知識 が ある の に 単純 に メタノール で 殺害 って の に は 違和感 ある なあ 勤務 先 を 考える と 入手 可能 な 薬品 類 で 完全 に バレ ない よう な 殺害 方法 あり そう だ けど 
52,勉強 でき なく て も 思いやり が あり 優しい 人 　 も 多い の と 同じ で 、 勉強 でき て も 人 の 心 が ない 冷たい 人 　 は 多い の です 。 
53,殺害 する ほど の 憎しみ って どんな 事 が きっかけ な の だろ う 。 
53,積み重ね な の か 、 1 発 で キレ た の か は 分から ない けど 。 
53,特に この よう な お 勉強 出来る 頭 の 良い 方 が こう なる 過程 って 謎 で ある 。 
54,そこ まで の 知識 が あり ながら メタノール を 選ぶ だ なんて 。 
54,何より 、 殺さ なく て も 別れれ ば 済む 話 だっ た の で は 。 
54,お子さん にとって は 自慢 の お父さん お母さん だっ た だろ う に 。 
54,心 の ケア が 心配 だ 。 
55,メタノール を 選ぶ という の は 違和感 が ある 。 
55,メタノール は どこ でも 手 に 入る し 、 致死 量 も 確か 結構 多い 。 
55,ころっと いく 感じ じゃ ない し 、 、 
56,研究 者 に し て は 殺害 方法 に ひねり が なく て 不自然 。 
56,もしや 、 テーブル に 置い て い た アルコール を 果実 ジュース など で 、 本人 が 間違え て 割っ て 呑ん だ の で は ？ ？ 
57,人 の メタノール の 致死 量 は 30 ～ 100 ml だ そう で 、 この 量 の メタノール を 持ち出す の は 難しく ない だろ う けど 、 これ を 飲ま せる の って 相当 難しく ない ？ 
57,奥さん が よく 飲ま れる 方 なら 、 可能 かも だ けど 。 
58,メタノール って 言う と どこ か で 聞い た と おもっ たら 、 定期 的 に 第三国 で 密造 酒 名目 出回っ て 大勢 死人 が 出る あれ です か ね 。 。 
58,好き で 一緒 に なっ た だろ う に 、 ただ 離婚 すれ ば 済む の に 殺害 する まで に 至る の は 相当 な もの 。 
59,私 も 製薬 会社 で 研究 者 を し て いる が 、 正直 なぜ メタノール ？ と は 思っ た 。 
59,よく 使わ れる 薬品 だ から 手 に 入り やすい けど 、 致死 量 の メタノール って 相当 必要 だ よ ？ 
60,本当 な の か な ？ 
60,そんな こと 本当に する の か 、 とても 信じ られ ない けど 、 実際 に 死者 が 出 て いる わけ だ から 、 何 か は あっ た ん だろ う けど 、 お互い プロ どうし で メタノール って の が 、 なんとなく 腑 に 落ち ない 。 
61,創 薬 の 知識 が 持つ ほど の 人 が メタノール 使う なんて 信じ られ ない 。 
61,毒殺 は 調べれ ば すぐ バレる じゃん 。 
61,それ を 承知 で 実行 し た と は 考え られ ない なぁ 。 
61,何 か 不自然 な 所 が ある 。 
62,メタノール は 海外 で も 酒 の 代わり に 飲ん で 死ぬ 人 いる よ ね 
62,怖 さ を 知っ て いる 化学 者 が やる べき 事 で は ない そんなに 奥さん 憎けりゃ わかれれ ば いい のに 奥さん 可哀想 だ な 子供 は お母さん 亡くなり お父さん が 犯人 って 悲し すぎる 
63,それだけ の 知識 が ある 人 なら 、 検死 で メタノール が 検出 さ れる くらい 、 容易 に 想像 できる だろ う に 。 
64,痛み を 和らげる 研究 し て いる 癖 に メチルアルコール を 使う と は 。 
64,悶絶 する ほど 苦しい ぞ 。 
64,昭和 戦後 の 闇市 の 安 酒 に は 時々 メチルアルコール が 使わ れ て い て 、 被害 者 が 続出 。 
65,旧 帝 大 出 て 博士 号 も 取っ て 、 留学 まで し て 、 ここ まで 優秀 で 華々しい 人生 を 送っ て た のに なんか 勿体 無い な と 感じる 。 
65,それぞれ 事情 は ある ん でしょ う が 。 
66,同 業種 として 化学 薬品 で こういう こと さ れる と さ 、 無駄 に 管理 が 厳しく なっ たり 余計 な 仕事 が 増え たり する から 勘弁 し て もらい たい わ 。 
66,迷惑 千 万 です わ 。 
67,薬 の 知識 が ある なら 、 体内 で 分解 し やすい 物質 を 選ぶ と 思う ん だ けど なぁ 。 
67,メタノール は たしかに 死ん じゃう けど 、 なん か 引っかかる なぁ 。 
68,すごい ハイスペック 夫婦 で 驚き 。 
68,はた から 見 たら 完璧 な 夫婦 で も 悩み が ある の です ね 。 。 。 
69,二つ 疑問 。 
69,医薬品 開発 の 専門 家 が 、 こんな 杜撰 な こと やる か 、 という 疑問 。 
69,そして 、 勤務 先 まで 名指し し て 報道 する 意味 が ある か ？ という 疑問 。 
70,一体 何 が あっ た の だろ う か ？ 
70,普通 に 話し合っ て 離婚 出来 なかっ た の か ？ 
70,子供 が かわいそう だ 。 
70,ご 夫婦 優秀 な 研究 員 な のに 残念 で なら ない 。 
71,夫婦 共 に 第 一 三共 の 職員 だっ た の です ね 。 
71,今後 入手 ルート など 明らか に なっ た とき に 、 たとえ 会社 は 関係 ない と 判明 し て も 、 なんとなく イメージ は 落ち ます ね 。 
72,何処 が やる の か わから ない けど 、 子供 の 精神 的 ケアー を 手厚く やっ て 欲しい 。 
72,平常 心 に 戻る まで は 永い 年月 が かかり そう 。 
73,パッ と 見 イケメン や し 、 研究 者 として の キャリア も 一流 企業 の 社員 として の キャリア も 積ん でる 。 
73,何 が 不満 な ん だって 人生 や な 。 
74,知ら ない 人 が 多い 中 メタノール の 特性 を 公表 し た こと によって 殺人 や 傷害 が 増え ない こと を 祈り ます 。 
75,メタノール って 、 いわゆる メチルアルコール でしょ ？ 
75,メチルアルコール の 致死 量っ て 凄い 量 じゃ ない の ？ 
75,警察 が よく 分から なく て メタノール で 調書 丸め ちゃっ た と し たら 、 公判 開始 し て から 「 死因 が 違う 」 って なら ん か ね ？ 
76,「 ミノン 」 など を 展開 し て いる 第 一 三共 の 現役 研究 職 社員 だっ た の です ね 。 
76,衝撃 が 大きい 。 
77,模倣 犯 が 真似 する と 困る から 、 具体 的 な 薬品 名 は 避け て 報道 し た 方 が 良い と 思う 。 
78,小学生 の お子さん 、 今後 が 心配 です 。 
78,お子さん も きっと 優秀 か と 思い ます が 引け目 に 思わず 生き て 欲しい … 。 
78,メタノール なんて ニオイ で 気付く よう な … 。 
78,どんな 盛ら れ 方 し た ん だろ 。 
78,奥さん で 実験 し て た とか じゃ ない よ ね … 。 
79,タイトル で 殺害 と 痛み を やわらげる の キーワード で 病気 に 苦しむ 妻 に 。 。 。 なんて 想像 し た けど 違い まし た 。 
80,研究 者 な のに 、 稚拙 すぎ て 、 逆 に そんな わけ ない だろ う って 思う 。 
80,当然 解剖 すれ ば 、 薬物 が で て き て 、 疑わ れる だろ う し 。 
81,お子さん が 気の毒 で なら ない 。 。 。 
81,こんなに 高 学歴 で 素晴らしい 職場 で も こういう こと が 起こる の ね 。 。 。 
82,計画 的 です ね 。 
82,薬品 の 入手 ルート を 突き止め ない と ね 。 
83,給与 高額 でも 仕合せ と は 限り ませ ん ね 。 
83,入社 は 第 三共 どちら でしょ う か ？ 
84,その まで 言う なら 裏付け が ほぼ でき てる と 言う こと な の か 。 
84,何 か 意味 深 な 理由 が ある の かも しれ ない 。 
85,この 事件 は なに か おかしい 、 他 に も 書か れ て いる が 薬 の 専門 家 が メタノール なんて すぐ に バレる もの を 使う と は 思え ん が な 
86,合成 屋 なら 痕跡 残る よう な 殺し 方 し なく て も 残ら ない 薬品 作れる やろ う 。 
86,なんで メタノール ？ 
87,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 
87,何 が あっ た の か わから ない けど 、 博士 号 まで 取得 し た 人 だ から 、 エリート だ よ ね ？ 
87,動機 は 何 だろ う ？ 
88,確たる 物証 が ある の だろ う か ? 
88,これ は 起訴 する の 難しい の で は ? 
89,子供 さん が 、 一番 心配 だ 。 
89,子供 の 事 を 考えれ ば 、 あり え ない だろ う 。 
90,また 危険 物 乙 4 の 難易 度 が 上がっ て しまう の か … 
90,もう 特定 一 種 の 別枠 組 の 試験 で よく ない か 
91,何故 メタノール を 選ぶ ？ 
91,他 に 手法 が あり そう な もの だ が 。 
