,Unnamed: 0,comment_sentence,label
271,34233,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
622,301,地球のガンです,1.0
189,33901,論理的に破綻！,0.0
82,15340,何他人事みたいに言ってるんや！,0.0
535,214,今までの傲慢な姿勢が数々の誤報を生んできたのだろう。,1.0
204,33970,お　ま　え　が　い　う　な,0.0
449,128,昔の自民党はそうだったかもしれない。,1.0
503,182,ってより「フェミニストの化けの皮が剥がれた」かと,1.0
431,110,与えられる方が多いなら文句言わなくていいじゃん。,1.0
499,178,NOワクチンで入場規制になるのは大規模なイベントだけ。,1.0
63,5588,誤魔化さないよう。,0.0
243,34156,なんで海乱鬼って年中イキり散らしているわりには、物の考え方がこんなに弱々しいのだろうな。,0.0
402,81,子供は国の宝です,1.0
541,220,たとえば「モリカケサクラ」は野党もマスメディアも何故か姿勢が一緒で、癒着を疑わせました。,1.0
185,33889,はぁやだやだ,0.0
15,1311,脳みそがゲシュタルト崩壊！,0.0
639,318,NHKのSDGsで話題になるのは、マイボトルくらいです。,1.0
266,34228,僕、こういう頭の悪い主張は嫌いだけど、世の中がこういう意見を言えない環境にはなって欲しくないと言い続けるよ。,0.0
363,42,多くの日本人が望んでいる割に、良いねやリツイート数は控えめですね。,1.0
395,74,それが出来ないから｢,1.0
215,34022,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,0.0
434,113,息子にもらったか聞いてみまーす,1.0
417,96,同じ気持ちの方がどんどん増えてる,1.0
172,25764,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
339,18,おはよう?去年親子で経験しました組織に訴えても結局揉み消されて泣く人他にも沢山見たから、法で罰すればいい。,1.0
388,67,休日が…増えると…平日の仕事(時間あたり)も…激増…するので…,1.0
471,150,「皆無」です。,1.0
203,33969,駄文を長々と列ねても結局「ボクちゃんはアニメや漫画が嫌いなんでちゅ～」の一言で済むのだから中身など全く無し。,0.0
451,130,此処に枠沈っていう罠がなければ平和でしたわね,1.0
354,33,まだ中国に金を恵んでるの？,1.0
480,159,仰るそれはご自身が心身も環境も整った状態の下で過ごしてこられたため、必要性が認識できないのだと思われます。,1.0
11,1291,あんたが「存在するだけで嫌われ警戒される」,0.0
494,173,政府の政策が明らかに間違えてるのが理由です。,1.0
597,276,己の罪を全て吐いて償って、どっかへすっこんでろ！！と言いたい。,1.0
276,34251,こういうデマを流す人も乗っかる人も通報ね,0.0
46,2666,このプロフィールから滲み出る頭の悪さよ,0.0
473,152,「デスゲームで格差」って言われてラブデスターを連想してしまうの、TLの影響が強い。,1.0
400,79,生まれつきの性質や出生地など本人に責任のないことで不公平に判断されるのが差別です。,1.0
575,254,新たなワクチン接種ではなく、カテゴリーを５類に変更することが先決では…,1.0
268,34230,しかも架空ておまえwww,0.0
198,33952,不審すぎるし薬やってんのかって思うよね。,0.0
443,122,あー勿体無い。,1.0
317,34421,だから？,0.0
461,140,俺は世界映画ランキングなんかで一位をとったこともある映画のファンだが、それについて民衆はほとんど無関心だ。,1.0
156,23923,貴方個人の感想、ワガママでディストピア作られちゃかなわんよ。,0.0
127,19276,むろん「何故GDPはこの30年日本だけが伸びないのか」みたいな話すら出来ない。,0.0
237,34124,ほんとやかましい。,0.0
429,108,国民の事なんか、自業自得だ知ったこっちゃねぇ。でしょ。,1.0
394,73,馬鹿にされてるだけ。,1.0
521,200,だがその場合、犯罪者予備ではないのは「窃盗も暴行も殺人も性犯罪もあらゆる犯罪を未来永劫一切行わないと保障された人間」のことを言う。,1.0
294,34327,これほど頭固いとは。,0.0
58,4779,何言っちゃってるんすか？,0.0
150,22820,お里が知れますね。,0.0
229,34080,いつもいつも日本のやることに対して悪口、文句ばかりを言っている。,0.0
298,34356,レベル低すぎで語る気もしない,0.0
14,1310,なんか、哀れだな。,0.0
578,257,ためしに訴訟してみたら？,1.0
559,238,患者さんの…話…ほぼ…聞けない…,1.0
30,2326,モラルがねぇからたたかれてんだろ？,0.0
533,212,汚染水と処理水は違うものだから、あるものはあるとかの問題じゃない。,1.0
468,147,えぇーッ、高市なんかずっと前からバラエティに出てたけど?,1.0
130,20058,ガマンしとけよ差別主義者さん,0.0
378,57,日本共産党の一部だけ。,1.0
586,265,好きで路上生活してる訳じゃない。,1.0
570,249,医師の方がみれば死んでる体と分かります子孫を助ける為降りてきてくれましたがある者達にずっと狙われ酷い目にあってます,1.0
479,158,皆で等しく貧乏になろうよって間違った共産主義なんだけどそれと、同じように見える実力あるヤツや才能に溢れたり魂削って表現してるヤツらに夢を託してそうゆう人達が豊かになる今の社会のなにが悪いんだよ,1.0
214,34021,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
160,23966,決め付けもここまで来ると清々しいもんだな。,0.0
368,47,少なくとも私の回リの人々は全員夫婦別姓反対！,1.0
115,18255,仮に被害者だとしてもジャーナリストがそんな不祥事見逃してたって無能にも程がある,0.0
181,33865,2行目ですでに意味がわからない。,0.0
98,16419,嘘ばっかり,0.0
57,4777,アホくさ,0.0
342,21,元より公正な報道とはとても思えなかったので出演してる方々,1.0
0,607,んー、これを言い出すと、Amazonで星１つのレビューしている人は全員訴えられるんちゃう？,0.0
448,127,教えて下さい,1.0
210,34003,たかがテレビ見るのにこんなに脳みそこじらせてかあいそう、かあいそう。,0.0
278,34259,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
346,25,それが韓国という国のあり方なのですね,1.0
478,157,オミクロンだーってギャーギャー騒ぎ立ててるのはTVや新聞の中だけっすよ？,1.0
213,34012,年の瀬に、誰しもが思ってる事をツイートする？,0.0
621,300,立憲民主党、絶対に支持しない。,1.0
464,143,感染力の強さと医療崩壊の可能性を考えると特別扱いも已む無しかと。,1.0
455,134,お金を稼ぐ目的の1つです,1.0
498,177,イジメられた人ってのはね、力が手元にあっても使う覚悟がない人だからイジメられ続けるんだよ,1.0
123,18738,それとも、もしかして、貴方、日本語が母国語ではない外国の方ですか？,0.0
22,2054,渡辺弁護士の鼻がスケベっぽくてエロいから隠しとけとか言われたら反発するだろ？,0.0
103,16556,中身が全くないな笑笑笑笑,0.0
321,0,何もしなかったから滅ぼされたんや。,1.0
412,91,もう帰っていいんじゃない？,1.0
39,2346,長えんだよ妄想が。,0.0
374,53,AVなどに影響を受けるって結局まともな性教育を長年忌避し続けてきたのが原因ではないですか。,1.0
445,124,誰かが言ったことを鵜呑みにしてるだけなんじゃないの？,1.0
476,155,おつかれっした。,1.0
421,100,下層階級も知らないんだよ。,1.0
389,68,そうだよね～！,1.0
320,34429,大丈夫かこいつ頭がお悪くいらっしゃる、、,0.0
20,1782,ウクライナみたいに回避できない状況もあるのを想定してない時点でクソ,0.0
192,33925,一人でも反対したらアウトだと思ってんですかバカなんですかバカなんですね…。,0.0
613,292,ハリウッド映画でもそんなの見た事ないし。,1.0
549,228,社会人になってから資格を取ったりMBAに行ったり,1.0
385,64,これを取り締まるのが旧態依然とした男性社会とけいさつ。,1.0
245,34171,こういうアホな事を まことしやかによく言えるもんだね(呆れ)アンタのツイート読んでたら、せっかく(時々)良いことを言っていても、いつも こういうもので引いて(退いて)しまいますよ?,0.0
370,49,そんな番組やってたなｗ,1.0
453,132,どんな喚き声だったんです？ｗ,1.0
122,18736,オマケにデマ流すな？,0.0
462,141,そもそも差別の定義をご存知ないようなので、横から失礼。,1.0
523,202,これに尽きるのよね。,1.0
13,1304,まぁ女叩きしてる時点でもてねえわな,0.0
193,33926,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
635,314,メイド・イン・ジャパンだけでなく、ユーズド・イン・ジャパンって言う日本の中古車だって信頼されてる。,1.0
433,112,人に移さない行動や対策をしてほしいですね,1.0
350,29,人手不足による医療機関のオーバーワークなどが起きないことを願います。,1.0
628,307,方針が国民を守る事に向いてないでしょうよ。,1.0
111,17797,それ自分にも刺さらない？,0.0
376,55,本物の高スペ女性は、カッコイイんですよねえ。,1.0
251,34184,当たらないから文句言ってるだけですよね？,0.0
634,313,いや、無理でしょ。,1.0
311,34382,いや、その理屈はおかしい。,0.0
538,217,一律に、トンデモめちゃくちゃな話してる人たちと科学的に慎重に発言してる人を一緒くたにすることで、反対する人全員を「おかしい人」と印象づけられる。,1.0
161,23967,合ってないんだからさ。,0.0
17,1317,嫌われてるのはあんたらインセルやキモモタだけ。,0.0
481,160,あ、ごついという意味ではないです。,1.0
550,229,ソロスとゲイツが買収した検査会社の方法。,1.0
44,2652,だから説得力も皆無。,0.0
190,33903,なぜ彼が女性にモテなくて辛い人生を送っているのかというと、女性が悪いのではなく彼が彼だからに他ならない,0.0
19,1767,ただネタとして見る分には面白いです,0.0
390,69,結局は自分の物差しで喚き散らしているだけなんですよ,1.0
355,34,こんな条例に自分の家のことに口出しされたくないわ！,1.0
577,256,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
196,33948,あなたはそもそも胡散臭いのなんとかした方がいいっすよ、と思ってます。,0.0
568,247,自分たちと意見の違う者を勝手に線引きして、自分たちこそ正当だと勝手に振る舞っているのは、あなたも同じだと思いますけど。,1.0
357,36,フォローさせていただきました！,1.0
221,34038,早く垢消せ,0.0
334,13,永遠に改善しないで欲しい。,1.0
239,34145,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
236,34098,一寸、論を飛躍させ過ぎて極論に持ってってる印象が。,0.0
238,34138,あんたのフォローで中国の悪口を言ってるヤツがいる！,0.0
121,18725,日本語おかしくないかい？,0.0
149,22421,他人の表現の自由への侵略や,0.0
583,262,自民党は外交能力が皆無の穀潰しばかり揃えてるから、戦争だなんて愚かな発想しか思いつかないんでしょう。,1.0
601,280,じゃあ履歴書に読んだ本でも列挙してれば？笑,1.0
551,230,負の遺産多数,1.0
67,7492,その実例を挙げて説明されたい。,0.0
128,19614,その上で発言しろよ(＃｀皿´),0.0
12,1292,未婚男性なのは、99.9%あんたに原因があると思うよ,0.0
472,151,海外は日本と違って厳しく取り締まりが行われてるんだSNSも厳しいよね!!,1.0
540,219,ワクチンパスポートはアプリであるけど普及していない。,1.0
102,16444,寝言は寝てry,0.0
107,17344,偏見。,0.0
522,201,つまりパヨクだけがグレイト！,1.0
387,66,やっぱバイオレントファット太郎の名は伊達ではないのでは,1.0
607,286,出たよ,1.0
509,188,沸点の低い人ほど多様性文化だ,1.0
16,1314,贅沢だとしても何が悪いの？,0.0
297,34355,全体主義思考の異邦人に言われたくない。,0.0
114,17810,だとしたら貴方には人として大事なものが欠けてますね。,0.0
444,123,逆に友人に知られるくらいアカウントバズらせたりますか！！！って今思ってます。,1.0
340,19,私は勉強出来ないのは自分の努力不足もあるから仕方ないとして、不細工、収入は障害者施設の工賃と障害年金。,1.0
520,199,経済力の観点でなくて自分の好みに合うかどうかでオトコ選んでますよね。,1.0
281,34278,お前見たいな事を、言う奴が居るから、更に感染者が増えんだろ(＃｀皿´),0.0
344,23,応援しています！,1.0
164,23986,古のオタク。,0.0
256,34189,お前は無理だからさぁ、人に迷惑かける動画だけはやめたら？,0.0
352,31,痛くて耐えられないと思う。,1.0
76,15232,なんかさ、君は金銭欲や自己顕示欲が強すぎて周りの人間やサラブレッドに対しての愛が感じられないんだよね。,0.0
465,144,ほんこれ,1.0
514,193,あるならその根拠と事実を提示してください。,1.0
518,197,はあ?？,1.0
469,148,↓これ、どういうこと？！,1.0
89,16255,あんたみたいなのがいるから「娘」という属性は一生辛いまんまなんだよ。,0.0
450,129,まず日本の法律の元で生活してくれよ 日本で暮らしたいなら,1.0
428,107,おかしい。,1.0
592,271,お気持ち×,1.0
253,34186,大丈夫？,0.0
534,213,キモイオタクキャラって定番すぎて、レベルで言えば「ほっかむり被った泥棒」と同じレベルまで浸透しているんだよね。,1.0
636,315,素晴らしい経済政策なのに、左側の一部の人にしか理解されないのが、もったいなさ過ぎますね。,1.0
171,25755,まぁ、貴方は次もないと思いますが。,0.0
397,76,説明してよ。,1.0
377,56,そもそもなんで夫が元暴力団の人間だと首相の臨時代理順位2位になっちゃいけないんですか？,1.0
267,34229,まーた架空のオタク像を捏造してそれを叩くなぞの行動か(*´∀｀*)お前オタクへの依存症よな(笑),0.0
187,33899,ミソジニー丸出しツイートをする未婚男性が女性に好かれるとでも思っているのかな？,0.0
45,2655,具体的にどういった問題が起こるのか提示も出来ないなら、お前も幼稚であることに変わりがないのだから、自分で言っていることを体現しているとしか言えないと思うんだが…。,0.0
23,2313,池戸万作が勝手にそう思ってるだけ,0.0
305,34370,最近は物言いが酷すぎるし単純に煽って自分のチャンネルに誘導しようとしてるんですね。,0.0
561,240,保○所勤務で振り回されてバカらしいもう、この職場辞めます。,1.0
233,34094,？,0.0
588,267,最悪な環境にいると、寿命も縮まります。,1.0
125,19080,かわいそうな人達です。,0.0
95,16414,具体的根拠を示せよ！,0.0
97,16418,アンケートとったの？,0.0
120,18577,脳が凝り固まってる。,0.0
475,154,何時出るか、そもそも出るのか不明な一律給付を頼るとか有り得ませんね。,1.0
331,10,表現を規制する価値観は危険です。,1.0
632,311,「日本国憲法の前文の通り、日本は遅れているというわけだ。」,1.0
343,22,保守派の愛国心を利用して憲法改悪へ誘導してるのですか？,1.0
626,305,仲良くしてください！,1.0
212,34009,そんなことは中２でも言える。,0.0
338,17,ほんとたくさんの学びをありがとうございました,1.0
118,18443,読めても理解できない。,0.0
315,34406,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
623,302,2001年の出生数が1,1.0
615,294,オミクロン株は、低毒性です。,1.0
303,34365,シツコサでは「きっこ」の方が200％しつこいのに本人だけが気が付かない認知症加減が草,0.0
383,62,まあ、私も誤字等多いが、同じ文章を何度も繰り返しツイートするならちょっとは推敲すればいいのに。,1.0
438,117,これなんだよな。,1.0
188,33900,生理のどこが贅沢な悩みなんだ。,0.0
542,221,小選挙区制にしたせいで、党議拘束の効果も強くなりましたしね,1.0
624,303,ただ体調にはお気をつけください。,1.0
413,92,ほんまコレやぞ。,1.0
456,135,正にｯ！,1.0
563,242,残念ながら右翼方面からも失敗との声が大多数ですね,1.0
170,25731,多様性以前に、極めて不誠実です。,0.0
367,46,私は山本太郎が嫌いです。,1.0
27,2321,フェミニズムをおかしな宗教みたいにした連中のうちの一人が何言ってんだろう？,0.0
50,3493,ちょっと何言ってんのかわかんない。,0.0
5,1009,そうじゃ、そうじゃなっい,0.0
282,34279,物事を見極められないコロナ過剰議員は今すぐ辞めてくれ,0.0
309,34376,ハッシュタグなんて哲ちゃんにはまだ無理だからおとなしくしてなさい,0.0
418,97,今あるやつを動かそうって考えは全くないんやな。,1.0
126,19096,ん？？？？？,0.0
225,34076,田母神氏の、この ↓ ツイートの意味がわからない。,0.0
612,291,規制したから多いわけじゃなくて、そもそも多いから規制してんのや。,1.0
26,2320,大丈夫？,0.0
606,285,こういうことやね。,1.0
84,16113,それと同じなんに自分らの趣味の話になると認識バグるのな。,0.0
507,186,蓮の花は泥の中で美しく咲き誇る風俗嬢も同じではないですか,1.0
403,82,そーずら,1.0
217,34032,ねえ、もう少し勉強してから、考えてからツイートしない？,0.0
585,264,なるほど,1.0
323,2,子ども食堂が常態化してることを問題視してほしいですね。,1.0
562,241,崇高な考えじゃ,1.0
332,11,本当に、本当におっしゃる通りだと思います！,1.0
49,2680,被害者面すんなよ,0.0
290,34318,こんな会話ありえないし、しても意味がない。,0.0
427,106,その通りですね。,1.0
591,270,早慶を下に見やがって。,1.0
474,153,米国議会に言いつけて、他国から誰かを叱って貰うと意見に賛同されたからでは？,1.0
7,1036,違う違う。,0.0
447,126,"ジョージさんのツイートでいつも""言葉""を学んでます。",1.0
70,7895,公文書改竄を推奨しろって事脳ミソ沸騰しとる,0.0
580,259,あくまでも政府関係者等が言ってる時点でまだ決まりでは無い岸田総理自ら口で発言したのなら事実及び 速報が出るはず,1.0
386,65,飼犬ども、チンカス。。。,1.0
590,269,「嫌なら見るな、関わるな」,1.0
459,138,これよ,1.0
411,90,ろくでなし子(@6d745)さん や 柴田英里(@erishibata)さん,1.0
241,34148,ムカつくな。,0.0
10,1290,哀れだな。,0.0
74,14849,弱々しいから虚勢を張っているのか。,0.0
437,116,本当にロクでもない制度ですよね,1.0
396,75,いつまでも居座るのは何でなんだろう。,1.0
513,192,NHKの違和感に気付いて10数年。,1.0
59,5120,というかこの議論に学歴うんぬん関係ありますか？,0.0
6,1035,ネトウヨ究めてんなー,0.0
34,2331,このクズ,0.0
83,15341,何もしなかったあなたのせいでしょうが！,0.0
467,146,おはよう御座います。,1.0
86,16239,正直一つ前のツイートの一行目からギョッとしたけど、まぁ男なんてこんなもんだよな。,0.0
425,104,だから騙す相手から金を取るのは間違い。,1.0
227,34078,こういうこと言う人、戦後の経済を支えてきた人の気持ちなんて理解しようともしてないんだろうな。,0.0
547,226,信用出来ぬ者とは協力出来ない！,1.0
275,34250,またデマ流してるーくっだらない動画ばっか見てないでたまには正しい情報も見ましょうね,0.0
129,20057,キチンと日本語使えないお前のようなのがネトウヨ脳になってるだけ。,0.0
48,2677,君はそろそろおたくから卒業したほうがいいんじゃないか？,0.0
101,16443,ウソつくなや,0.0
284,34282,こんないい加減な記事で惑わされる時点でありえないと思います。,0.0
175,26341,メディアが現実に与える影響を一緒くたにするなバカ,0.0
109,17516,あ、松丸ディスりか？,0.0
408,87,でも、そんな輩医者の言うことを従順に聞いて実行してる愚かな国民も大量に居るんですよね…,1.0
604,283,今の日本の衰退の一端は、欧米式の成果主義を中途半端に導入した企業のせい。,1.0
293,34325,お前は馬鹿か？,0.0
291,34323,間違った情報を垂れ流すなよ。,0.0
21,2041,これは司法試験の答案でこう書いても本当に合格できるのだろか？,0.0
167,23991,「ようなもの」よって事実ではない単なる感想であるQ.E.D,0.0
209,34002,その脳みそが既に洗脳されている（笑）,0.0
155,23730,言うだけだったら誰でも出来んだぜ行動に移しな,0.0
304,34369,格差とか言い出して何が言いたいんだろ…,0.0
556,235,西原理恵子のエッセイでそんなのがあった。,1.0
641,320,いや表現の自由を広く守るなら、なおさらアニメや漫画などの表現を軽く扱ったらダメでしょ。,1.0
558,237,日本人差別に気付かない日本人が多過ぎるのと、似非意識高い系リベラルバカ、ど左翼、バカタレ左派が、声高に日本人差別してる感あります。,1.0
404,83,フェラーリ乗って身を切る改革,1.0
272,34234,貴女のお母様に対してそして貴女のお父様祖父母お母様の祖父母も女性差別した事になりますが？,0.0
330,9,ぼくもその一端を担っていた。,1.0
247,34178,おんなじような事を年中呟いてるけど、要はボキャ貧なんだなw,0.0
347,26,生活環境くらい自分で整えるのが当然。,1.0
182,33877,矛盾が多すぎで拾いきれないですね！！,0.0
269,34231,お前らが規制しようと躍起になるからそうなるんだよ,0.0
292,34324,バイオテロとは言い過ぎです,0.0
373,52,その界隈は否定するだろうが今や本当にこれだからな冗談でなく,1.0
466,145,ほんまやな。,1.0
406,85,地球温暖化を信じてなくて、現代の魔女狩りと言ってた人も打ってます。,1.0
307,34374,だから根拠なく根拠なくって、根拠なくという根拠を述べてみてくれ。,0.0
53,4752,本気で言ってるのでしょうか。,0.0
280,34275,まるっきり反対派の主張内容を脳内で生成してるっぽくて、このあたりは表自だとかと共通する妄想系が多いね。,0.0
165,23987,データを出して反論出来るのかな？,0.0
35,2332,そのまま体ごと張り裂けてしまえ,0.0
270,34232,むし守備側はてめえのテリトリーで手一杯なんだ、お前らが余計な飛び火するやり方ばかりしてるから仕方なく病巣ごと叩き潰す戦略に移ってるだけでな,0.0
619,298,100人にガシマンして何人が痛がって何人が気持よがったか、得意のデータで出してくださいよ得意のデータァァ！！,1.0
195,33944,(´・ω・`)?,0.0
191,33905,一回まずは現場にいってみようね,0.0
326,5,マスクして下さいは必ず言われるけど、手の消毒は皆ガバガバになってきてる。,1.0
85,16114,クソオス,0.0
223,34071,だから何？,0.0
254,34187,そんな事より約束守ろうね出来ない守れない約束をするから嘘つき言われるんだよ,0.0
60,5209,ただの学歴コンプレックスっぽいw,0.0
296,34333,イジメられたことない第三者らしい分析,0.0
134,20102,笑いすぎてお腹が痛い,0.0
555,234,学校ではよく使われちゃう気がしますね。,1.0
569,248,10～15分でこなしてた外来が…,1.0
87,16241,あなたみたいな男ばっかりだから娘さんはこれから辛い思いをするでしょうね。,0.0
207,33989,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
228,34079,日本を悪い国だと思ってる人の筆頭はあなたでしょう。,0.0
515,194,決められた金額で遊べば問題ない。,1.0
384,63,個人的なアレだけど、某国の麻薬カルテルが猟奇的な犯罪を行っているのと、古代にマヤ文明が行っていた儀式って、性格の問題で関係はあるんじゃないかな？って思ってる。,1.0
618,297,節度をもって楽しんでる方は大勢いらっしゃいますよ,1.0
308,34375,やんわり現代のオタクをdisる,0.0
80,15293,ストマックさんは、下手すぎます,0.0
399,78,オミクロンよりも、煽ってくる自称専門家や芸能人の方が怖いんですが…,1.0
375,54,逆に治安悪化しない？,1.0
249,34180,それは価値観の押し付けだと思いませんか？,0.0
603,282,だから話し合いも理解しあおうとするのも、無駄だなって。,1.0
283,34280,残念だけどその記事は死ぬほどいい加減で嘘っぱち何が言いたいのかさっぱり分からない,0.0
574,253,先程プライドを捨てました。,1.0
508,187,私にとっては挑戦でした。,1.0
423,102,サンマって天才的なテレビタレントだと思うが、自分の影響力がどう及ぶのかまで考えてない。,1.0
62,5587,叩かれれば叩かれるほどに自分は正しいと思い込む人がかなり多いと聞くのですが、あなたもその一人ですか？,0.0
