,Unnamed: 0,comment_sentence,label
472,151,海外は日本と違って厳しく取り締まりが行われてるんだSNSも厳しいよね!!,1.0
62,5587,叩かれれば叩かれるほどに自分は正しいと思い込む人がかなり多いと聞くのですが、あなたもその一人ですか？,0.0
641,320,いや表現の自由を広く守るなら、なおさらアニメや漫画などの表現を軽く扱ったらダメでしょ。,1.0
421,100,下層階級も知らないんだよ。,1.0
547,226,信用出来ぬ者とは協力出来ない！,1.0
385,64,これを取り締まるのが旧態依然とした男性社会とけいさつ。,1.0
604,283,今の日本の衰退の一端は、欧米式の成果主義を中途半端に導入した企業のせい。,1.0
478,157,オミクロンだーってギャーギャー騒ぎ立ててるのはTVや新聞の中だけっすよ？,1.0
382,61,なんかマヤわかっちゃった。,1.0
530,209,今年ももっと幸せになるために日々の感謝を忘れず、チャレンジし続け、他者の役に立つようGiveし続けます！,1.0
121,18725,日本語おかしくないかい？,0.0
298,34356,レベル低すぎで語る気もしない,0.0
484,163,どうかご自分を責めないでください,1.0
383,62,まあ、私も誤字等多いが、同じ文章を何度も繰り返しツイートするならちょっとは推敲すればいいのに。,1.0
60,5209,ただの学歴コンプレックスっぽいw,0.0
349,28,仮に規制して性犯罪が確実に無くなる保証はありますか？,1.0
615,294,オミクロン株は、低毒性です。,1.0
5,1009,そうじゃ、そうじゃなっい,0.0
208,33995,大きな勘違い。,0.0
114,17810,だとしたら貴方には人として大事なものが欠けてますね。,0.0
82,15340,何他人事みたいに言ってるんや！,0.0
27,2321,フェミニズムをおかしな宗教みたいにした連中のうちの一人が何言ってんだろう？,0.0
230,34084,人並み以上に納税してるのか？,0.0
449,128,昔の自民党はそうだったかもしれない。,1.0
122,18736,オマケにデマ流すな？,0.0
21,2041,これは司法試験の答案でこう書いても本当に合格できるのだろか？,0.0
570,249,医師の方がみれば死んでる体と分かります子孫を助ける為降りてきてくれましたがある者達にずっと狙われ酷い目にあってます,1.0
48,2677,君はそろそろおたくから卒業したほうがいいんじゃないか？,0.0
266,34228,僕、こういう頭の悪い主張は嫌いだけど、世の中がこういう意見を言えない環境にはなって欲しくないと言い続けるよ。,0.0
340,19,私は勉強出来ないのは自分の努力不足もあるから仕方ないとして、不細工、収入は障害者施設の工賃と障害年金。,1.0
317,34421,だから？,0.0
536,215,歴史に学ばない人々が圧倒的多数なのが、始末に負えません。,1.0
321,0,何もしなかったから滅ぼされたんや。,1.0
380,59,責任取る必要がない言葉 言質を取られないような表現を使うことには長けているようです。,1.0
300,34362,汚い単語の使用は、内容が正しい批判であったとしても、イカガワシク感じさせますよ。,0.0
440,119,アメリカに逆行する東京都！,1.0
187,33899,ミソジニー丸出しツイートをする未婚男性が女性に好かれるとでも思っているのかな？,0.0
350,29,人手不足による医療機関のオーバーワークなどが起きないことを願います。,1.0
553,232,売上が6万じゃなく粗利が6万増えるのだから。,1.0
236,34098,一寸、論を飛躍させ過ぎて極論に持ってってる印象が。,0.0
31,2327,フェミニストと大きく言うなら常識ない人=フェミニストってイメージがどんどん浸透するよ？,0.0
527,206,只の共感性羞恥(御持ち)のヒステリーか商売の種を撒いてるだけよ。,1.0
313,34386,＞変わらんくらい根拠ねぇなんかそういうデータあるんですか？,0.0
78,15235,捏造動画作って収益あげる奴が言うのはおかしいのでは(笑),0.0
467,146,おはよう御座います。,1.0
279,34273,心だけではなく脳ミソもないか足りなくなってしまってるようですね。,0.0
89,16255,あんたみたいなのがいるから「娘」という属性は一生辛いまんまなんだよ。,0.0
607,286,出たよ,1.0
115,18255,仮に被害者だとしてもジャーナリストがそんな不祥事見逃してたって無能にも程がある,0.0
476,155,おつかれっした。,1.0
84,16113,それと同じなんに自分らの趣味の話になると認識バグるのな。,0.0
61,5586,言ってることが尽く論点ズレてますよ。,0.0
526,205,自分で動いた人のみ正しい情報を手に入れて生き残る時代ですね。,1.0
150,22820,お里が知れますね。,0.0
396,75,いつまでも居座るのは何でなんだろう。,1.0
231,34085,だからその五輪貴族の実名を挙げてください。,0.0
147,22090,見たくねえならTwitterやめろよ！,0.0
523,202,これに尽きるのよね。,1.0
28,2323,君みたいなのしか居ないからだよ,0.0
40,2375,『戦いになると抵抗出来ず『差別主義者！』と叫んで逃げるしか脳のない女性』を体現してるだけやないの。,0.0
217,34032,ねえ、もう少し勉強してから、考えてからツイートしない？,0.0
186,33891,投票以外での政治参加を認めない類のお猿さん,0.0
508,187,私にとっては挑戦でした。,1.0
79,15292,あなたの意志が弱いだけです。,0.0
633,312,先輩(？),1.0
451,130,此処に枠沈っていう罠がなければ平和でしたわね,1.0
533,212,汚染水と処理水は違うものだから、あるものはあるとかの問題じゃない。,1.0
603,282,だから話し合いも理解しあおうとするのも、無駄だなって。,1.0
609,288,在籍してた会社、何人も外国籍採用してたけどみんな日本語でコミュニケーションが基本だったよ。,1.0
310,34379,何でそうなる？,0.0
433,112,人に移さない行動や対策をしてほしいですね,1.0
220,34037,ナザレンコさんのこの論法は超危ない。,0.0
460,139,どうしてこれほど、ケチなのか。,1.0
543,222,意見を表明することは全く自由です。,1.0
206,33975,何か問題があるんですか？,0.0
501,180,おはようございます素敵な成人の日になります様に,1.0
448,127,教えて下さい,1.0
195,33944,(´・ω・`)?,0.0
500,179,何か上手くいかない理由を見つけたいのだと思います。,1.0
255,34188,まさにお前じゃん　乞食ジジイ,0.0
29,2325,日本から出ていって下さい。,0.0
152,23588,政治ではどんな主張も構わないと思うが、正しくない事実に基づいてはいけない。,0.0
497,176,これはだれ？,1.0
10,1290,哀れだな。,0.0
593,272,ちなみに未接種だけど、反ワクではありません,1.0
63,5588,誤魔化さないよう。,0.0
435,114,でも、その矛盾を指摘されて「自分は今まで頑張ってきたのにひどい！」と被害者ぶるのはさすがに頂けませんね。,1.0
450,129,まず日本の法律の元で生活してくれよ 日本で暮らしたいなら,1.0
210,34003,たかがテレビ見るのにこんなに脳みそこじらせてかあいそう、かあいそう。,0.0
92,16391,勝手に日本人て言葉を出さないで下さい。,0.0
33,2330,じゃあ日本からでてけば？,0.0
371,50,魅力があるとすれば文化遺産と料理と三国志だな,1.0
239,34145,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
283,34280,残念だけどその記事は死ぬほどいい加減で嘘っぱち何が言いたいのかさっぱり分からない,0.0
272,34234,貴女のお母様に対してそして貴女のお父様祖父母お母様の祖父母も女性差別した事になりますが？,0.0
324,3,勝手な妄想でそれらしく言い募っているだけ。,1.0
95,16414,具体的根拠を示せよ！,0.0
153,23669,投資会のシバターみたいで嫌いです。,0.0
391,70,「吉本興業」は維新や高市早苗氏や最右翼支持の組織団体なんだろうかなんでもお笑いに化,1.0
544,223,罰を与えろ！,1.0
49,2680,被害者面すんなよ,0.0
442,121,生理を体験したいなら、魔法をかけてあげる。,1.0
504,183,F1のグリッドガールは対立したから滅ぼされたんじゃない。,1.0
87,16241,あなたみたいな男ばっかりだから娘さんはこれから辛い思いをするでしょうね。,0.0
110,17794,ゴ〇,0.0
637,316,なんだと言ってる気がする。,1.0
80,15293,ストマックさんは、下手すぎます,0.0
320,34429,大丈夫かこいつ頭がお悪くいらっしゃる、、,0.0
68,7493,意味不明、、、草,0.0
120,18577,脳が凝り固まってる。,0.0
30,2326,モラルがねぇからたたかれてんだろ？,0.0
64,5813,そんなこともわからんのか。,0.0
535,214,今までの傲慢な姿勢が数々の誤報を生んできたのだろう。,1.0
399,78,オミクロンよりも、煽ってくる自称専門家や芸能人の方が怖いんですが…,1.0
213,34012,年の瀬に、誰しもが思ってる事をツイートする？,0.0
171,25755,まぁ、貴方は次もないと思いますが。,0.0
144,21585,まだ牢獄にいないのが不思議なくらいだ。,0.0
179,33510,立憲共産れ党支持者はこんな下ネタ嫌悪感しかない,0.0
586,265,好きで路上生活してる訳じゃない。,1.0
175,26341,メディアが現実に与える影響を一緒くたにするなバカ,0.0
41,2400,そういう場で自分の主張を押し通すことこそがあなたの最大の存在意義じゃないの？,0.0
264,34224,事勿れ外交を繰り返し国益を損ない続けた人物がどの口で？,0.0
565,244,叩かれたからゲリラ戦術に切り替えたか、まさかのまさかで関与してなかったり。,1.0
444,123,逆に友人に知られるくらいアカウントバズらせたりますか！！！って今思ってます。,1.0
162,23968,普段、根拠やデータを気にしてないからこう受け止めちゃうんでしょうね,0.0
47,2675,ちょっと意味不明すぎて話が見えませんね。,0.0
540,219,ワクチンパスポートはアプリであるけど普及していない。,1.0
632,311,「日本国憲法の前文の通り、日本は遅れているというわけだ。」,1.0
611,290,顔出しして、友人に知られるのが恥ずかしいと思ってたけど、そんなこと気にしてられない。,1.0
567,246,ちなみに、この論法を使うと戦争は正しいことになってしまう。,1.0
618,297,節度をもって楽しんでる方は大勢いらっしゃいますよ,1.0
229,34080,いつもいつも日本のやることに対して悪口、文句ばかりを言っている。,0.0
263,34223,どう考えても今の発言は差別です。,0.0
225,34076,田母神氏の、この ↓ ツイートの意味がわからない。,0.0
378,57,日本共産党の一部だけ。,1.0
222,34067,そもそも右翼、左翼だけで区別する物の言い方が好きではないですね。,0.0
352,31,痛くて耐えられないと思う。,1.0
636,315,素晴らしい経済政策なのに、左側の一部の人にしか理解されないのが、もったいなさ過ぎますね。,1.0
354,33,まだ中国に金を恵んでるの？,1.0
419,98,本当にその通りですよね。,1.0
292,34324,バイオテロとは言い過ぎです,0.0
389,68,そうだよね～！,1.0
410,89,例えばDBでギャルのパンティがお札に変更されてた。,1.0
397,76,説明してよ。,1.0
119,18576,人は信じたい事しか信じない、の典型ですね…。,0.0
563,242,残念ながら右翼方面からも失敗との声が大多数ですね,1.0
623,302,2001年の出生数が1,1.0
360,39,よろしくお願いします！,1.0
311,34382,いや、その理屈はおかしい。,0.0
57,4777,アホくさ,0.0
112,17798,大丈夫？,0.0
538,217,一律に、トンデモめちゃくちゃな話してる人たちと科学的に慎重に発言してる人を一緒くたにすることで、反対する人全員を「おかしい人」と印象づけられる。,1.0
521,200,だがその場合、犯罪者予備ではないのは「窃盗も暴行も殺人も性犯罪もあらゆる犯罪を未来永劫一切行わないと保障された人間」のことを言う。,1.0
312,34384,あなたのアジテーター活動のコストパフォーマンスはかなり低そう。,0.0
224,34074,改憲誘導ですか？,0.0
297,34355,全体主義思考の異邦人に言われたくない。,0.0
551,230,負の遺産多数,1.0
246,34174,普通は、楽しんでいますよいますよ、胴元のせいにするなら、人からお金をだまさないでくださいね。,0.0
499,178,NOワクチンで入場規制になるのは大規模なイベントだけ。,1.0
560,239,あちら側は、極端に変態も多いですしね。,1.0
342,21,元より公正な報道とはとても思えなかったので出演してる方々,1.0
596,275,思い込ませたら儲け物共感から伝播させたら其処から拡がるからその分、懐が暖まる訳だ尚現実。,1.0
235,34097,極論,0.0
525,204,まあ、若い女性だとキモいと感じるより、潔癖症すぎて理解できないんでしょうね。,1.0
328,7,やな奴だ,1.0
395,74,それが出来ないから｢,1.0
90,16387,非常に多くの日本人は望んでおりません間違い忖度はしないで下さい。,0.0
44,2652,だから説得力も皆無。,0.0
416,95,投稿サイクルを決めてんの？,1.0
183,33878,気づいてないのはどっちw,0.0
164,23986,古のオタク。,0.0
42,2417,人として筋を通すことから始めた方がいいと思う。,0.0
146,21587,この人以前も似たようなこといっていて、尚且つ指摘されていてそれでまた繰り返しているのだからただただ不誠実としかいえない。,0.0
627,306,ナイス突っ込み,1.0
343,22,保守派の愛国心を利用して憲法改悪へ誘導してるのですか？,1.0
369,48,バカデス。,1.0
486,165,バカな人間は。,1.0
50,3493,ちょっと何言ってんのかわかんない。,0.0
348,27,都合よくカウントする方向に基準もコロコロ変わってます。,1.0
65,6785,それをただ単に右左で語ってしまう議論が稚拙だなと思います。,0.0
493,172,ギャンブルyoutubernoteなどで予想を売ってる人が言う全ては自己責任なんでしょ？,1.0
111,17797,それ自分にも刺さらない？,0.0
582,261,そもそも九割ってほんと？,1.0
276,34251,こういうデマを流す人も乗っかる人も通報ね,0.0
326,5,マスクして下さいは必ず言われるけど、手の消毒は皆ガバガバになってきてる。,1.0
388,67,休日が…増えると…平日の仕事(時間あたり)も…激増…するので…,1.0
513,192,NHKの違和感に気付いて10数年。,1.0
438,117,これなんだよな。,1.0
558,237,日本人差別に気付かない日本人が多過ぎるのと、似非意識高い系リベラルバカ、ど左翼、バカタレ左派が、声高に日本人差別してる感あります。,1.0
524,203,「本当は『俺が好きなものを批判するな』しか考えてないのに、それを堂々と言わずにもっと大きな概念を守ろうとしてるフリをする」,1.0
207,33989,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
322,1,ホント。,1.0
256,34189,お前は無理だからさぁ、人に迷惑かける動画だけはやめたら？,0.0
205,33971,バカじゃねぇの。,0.0
344,23,応援しています！,1.0
330,9,ぼくもその一端を担っていた。,1.0
7,1036,違う違う。,0.0
108,17345,そのように印象操作して一部の金目教の人間が得する社会は間違っています。,0.0
315,34406,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
511,190,寒くなってきたのでね。,1.0
73,9963,ピンボケな見解だな。,0.0
277,34256,現状を変えたいとは思わない人達に向かって、現状を変えたい側が「内容を知れ、理解しろ、自分で調べろ」って随分高飛車。,0.0
363,42,多くの日本人が望んでいる割に、良いねやリツイート数は控えめですね。,1.0
464,143,感染力の強さと医療崩壊の可能性を考えると特別扱いも已む無しかと。,1.0
552,231,元々増やす計画のために無料PCRでしょ？(笑),1.0
201,33961,発言が無責任過ぎます。,0.0
143,21584,最も信用できないのが岩田である。,0.0
631,310,さすがミソジニー/アンチフェミニズム界の上杉隆だ,1.0
26,2320,大丈夫？,0.0
180,33623,ばかばっかり,0.0
583,262,自民党は外交能力が皆無の穀潰しばかり揃えてるから、戦争だなんて愚かな発想しか思いつかないんでしょう。,1.0
51,4476,いちいちさんまのテレビ見るのに洗脳ガーとか言ってるやつ#マイキー大喜利,0.0
86,16239,正直一つ前のツイートの一行目からギョッとしたけど、まぁ男なんてこんなもんだよな。,0.0
408,87,でも、そんな輩医者の言うことを従順に聞いて実行してる愚かな国民も大量に居るんですよね…,1.0
285,34285,仮定が良くわからないな…,0.0
194,33930,核保有国に侵略戦争を仕掛けると思っている時点で論外ですね。,0.0
327,6,女の体を最も性的に見ているのは誰かという。,1.0
377,56,そもそもなんで夫が元暴力団の人間だと首相の臨時代理順位2位になっちゃいけないんですか？,1.0
278,34259,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
405,84,これ以上社会経済活動を止められたら2年3年後には国中の中小零細企業は大変な局面を迎える事になる！,1.0
576,255,自分で考えるということをしなかった結果ですね。,1.0
155,23730,言うだけだったら誰でも出来んだぜ行動に移しな,0.0
148,22091,頭のネジ飛んだのか？,0.0
492,171,その問いかけは普通に欧州の先進国にも刺さりそうなんよなぁ…。,1.0
128,19614,その上で発言しろよ(＃｀皿´),0.0
482,161,消費税廃止しても良いよね！,1.0
574,253,先程プライドを捨てました。,1.0
316,34414,そんなわけ無いだろ笑,0.0
325,4,いいわけはいいから絞首刑にして欲しい。,1.0
537,216,知らないことをギャンブル呼ばわりするとかバカすぎです。,1.0
517,196,逆にその事のアンテナがビビって動いて聞いたり見たりで・・・。,1.0
15,1311,脳みそがゲシュタルト崩壊！,0.0
163,23970,有効な反論が出来ないから性犯罪予備軍などとレッテル貼って話をずらそうとしてるんですね,0.0
167,23991,「ようなもの」よって事実ではない単なる感想であるQ.E.D,0.0
22,2054,渡辺弁護士の鼻がスケベっぽくてエロいから隠しとけとか言われたら反発するだろ？,0.0
286,34297,ネトウヨが差別用語と、訳の分からない主張をするネトウヨ。,0.0
109,17516,あ、松丸ディスりか？,0.0
149,22421,他人の表現の自由への侵略や,0.0
0,607,んー、これを言い出すと、Amazonで星１つのレビューしている人は全員訴えられるんちゃう？,0.0
270,34232,むし守備側はてめえのテリトリーで手一杯なんだ、お前らが余計な飛び火するやり方ばかりしてるから仕方なく病巣ごと叩き潰す戦略に移ってるだけでな,0.0
639,318,NHKのSDGsで話題になるのは、マイボトルくらいです。,1.0
474,153,米国議会に言いつけて、他国から誰かを叱って貰うと意見に賛同されたからでは？,1.0
531,210,ん～？,1.0
430,109,「広告の標準化を」という意見があっておぞましすぎる。,1.0
237,34124,ほんとやかましい。,0.0
52,4478,　何を今更?,0.0
234,34095,何を仰りたいのか、よくわかりません。,0.0
426,105,これ自己責任ですか？,1.0
522,201,つまりパヨクだけがグレイト！,1.0
362,41,「9割」の論拠がそもそも不明。,1.0
386,65,飼犬ども、チンカス。。。,1.0
370,49,そんな番組やってたなｗ,1.0
158,23926,ん？,0.0
381,60,野党かメディアのいずれかがまともであったら、あんな馬鹿騒ぎになるはずがなかったのです。,1.0
625,304,お体ご自愛くださいね,1.0
12,1292,未婚男性なのは、99.9%あんたに原因があると思うよ,0.0
573,252,箇条書きで良いんでいくつか挙げて下さいよｗ,1.0
138,20915,言葉の重さを知らないね。,0.0
4,958,バカなのか？,0.0
568,247,自分たちと意見の違う者を勝手に線引きして、自分たちこそ正当だと勝手に振る舞っているのは、あなたも同じだと思いますけど。,1.0
401,80,伝統と言うか因習ね。,1.0
134,20102,笑いすぎてお腹が痛い,0.0
243,34156,なんで海乱鬼って年中イキり散らしているわりには、物の考え方がこんなに弱々しいのだろうな。,0.0
387,66,やっぱバイオレントファット太郎の名は伊達ではないのでは,1.0
244,34161,単に負け犬の遠吠えやん。,0.0
202,33968,こうした責任感の欠片も存在しない戯れ言吐く輩が相手に責任感を求めるなど笑止千万。,0.0
465,144,ほんこれ,1.0
238,34138,あんたのフォローで中国の悪口を言ってるヤツがいる！,0.0
71,9846,学歴じゃないと言うなら、大学名なんか出す必要なくないですか？,0.0
253,34186,大丈夫？,0.0
130,20058,ガマンしとけよ差別主義者さん,0.0
94,16394,生まれてこの方そんな話は聞いたことはないが,0.0
288,34301,俺たち日本人の恥であるこのようなネトウヨがいるから、ヘイトスピーチ厳罰化が必要なんだよな。,0.0
519,198,アメリカはアメリカのためにしか闘わないよ。,1.0
118,18443,読めても理解できない。,0.0
587,266,控えめに言ってキチガイ,1.0
212,34009,そんなことは中２でも言える。,0.0
227,34078,こういうこと言う人、戦後の経済を支えてきた人の気持ちなんて理解しようともしてないんだろうな。,0.0
142,20952,デマ相当する。,0.0
347,26,生活環境くらい自分で整えるのが当然。,1.0
409,88,どこのアメリカ人が日本人のために闘うのかな？,1.0
489,168,自民は右・左というわけ方はできやんなぁーどっちの派閥もあるからどっちの派閥が力強いかで傾きが変わる最近できた安倍さんの派閥にはかなり期待してる。,1.0
193,33926,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
372,51,過去はもっといるって聞いたな。,1.0
58,4779,何言っちゃってるんすか？,0.0
228,34079,日本を悪い国だと思ってる人の筆頭はあなたでしょう。,0.0
17,1317,嫌われてるのはあんたらインセルやキモモタだけ。,0.0
394,73,馬鹿にされてるだけ。,1.0
620,299,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
307,34374,だから根拠なく根拠なくって、根拠なくという根拠を述べてみてくれ。,0.0
610,289,フランスで食○事件を起こした犯人(日本人)も、幼少期に性的なモノを一切禁じられたから、それで性癖が歪んだって、本人が言ってたもん。,1.0
491,170,学歴あって年収が中の上やや上流から上の方々の多くが極度のコロメ脳コロメ脳から、脱却できない,1.0
439,118,男女関わらずアイドルは可愛い者では？,1.0
480,159,仰るそれはご自身が心身も環境も整った状態の下で過ごしてこられたため、必要性が認識できないのだと思われます。,1.0
358,37,3～5分に…,1.0
174,25768,こんな人間が出政治家を志してる恐怖よ。,0.0
305,34370,最近は物言いが酷すぎるし単純に煽って自分のチャンネルに誘導しようとしてるんですね。,0.0
226,34077,また、”学校で憲法に沿って反日教育が行われている。”とするが、何を指して反日教育と言っているのかも不明だ。,0.0
428,107,おかしい。,1.0
400,79,生まれつきの性質や出生地など本人に責任のないことで不公平に判断されるのが差別です。,1.0
539,218,たとえその時結果を出せなかったとしても、いつか必ず違うかたちで自分のもとに戻ってくる。,1.0
548,227,本当にソレな!ですね,1.0
456,135,正にｯ！,1.0
215,34022,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,0.0
181,33865,2行目ですでに意味がわからない。,0.0
509,188,沸点の低い人ほど多様性文化だ,1.0
341,20,深夜のコンビニワンオペとか？,1.0
496,175,この方達は私達地球の仏様です,1.0
157,23924,オタク嫌いって偏見とかもう見飽きたわ。,0.0
634,313,いや、無理でしょ。,1.0
575,254,新たなワクチン接種ではなく、カテゴリーを５類に変更することが先決では…,1.0
99,16441,は？,0.0
245,34171,こういうアホな事を まことしやかによく言えるもんだね(呆れ)アンタのツイート読んでたら、せっかく(時々)良いことを言っていても、いつも こういうもので引いて(退いて)しまいますよ?,0.0
468,147,えぇーッ、高市なんかずっと前からバラエティに出てたけど?,1.0
39,2346,長えんだよ妄想が。,0.0
294,34327,これほど頭固いとは。,0.0
502,181,刑務所行きからのクビ離婚からの家族離散上級国民はええなぁ,1.0
233,34094,？,0.0
43,2449,馬鹿ばっかです。,0.0
616,295,普通の風邪のようなオミクロンを怖がらせるのはもうやめて欲しいし、ブースター危ないって海外でも言われてるのに何故誘導するのでしょうか。。,1.0
357,36,フォローさせていただきました！,1.0
614,293,そうやって小学校の頃から教え込まれるんだよ、この国では。,1.0
287,34298,ようネトウヨ,0.0
483,162,それを知らないはずはありませんよね？,1.0
13,1304,まぁ女叩きしてる時点でもてねえわな,0.0
273,34240,なるほど、そう信じたいんですね,0.0
470,149,自国を守るのが最重要なんですと言うことを説明したいです,1.0
351,30,遊び相手になってくれるのは安倍総理だけ。,1.0
602,281,マイナス評価する人と、実際に企画をボツにする人は別人なんで、仮に経済的損失で訴えるならボツにした警察に対してじゃないかと思う。,1.0
579,258,実力だけじゃないところありますよね,1.0
106,17331,印象かよ=^.^=,0.0
365,44,結局、これが今の日本の民度なんですよ。,1.0
461,140,俺は世界映画ランキングなんかで一位をとったこともある映画のファンだが、それについて民衆はほとんど無関心だ。,1.0
299,34361,品位のカケラも無いお言葉ですね......軽蔑します,0.0
203,33969,駄文を長々と列ねても結局「ボクちゃんはアニメや漫画が嫌いなんでちゅ～」の一言で済むのだから中身など全く無し。,0.0
196,33948,あなたはそもそも胡散臭いのなんとかした方がいいっすよ、と思ってます。,0.0
254,34187,そんな事より約束守ろうね出来ない守れない約束をするから嘘つき言われるんだよ,0.0
169,25704,何を言っているのか。,0.0
600,279,何を言い出そうと左翼であることには変わらないからね。,1.0
216,34031,「歴史修正主義者は嫌い」って書いてあるから自分の事嫌いなんだね,0.0
455,134,お金を稼ぐ目的の1つです,1.0
591,270,早慶を下に見やがって。,1.0
214,34021,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
581,260,人生を勝ち負けと言ってる時点で薄っぺらなんだよ,1.0
170,25731,多様性以前に、極めて不誠実です。,0.0
373,52,その界隈は否定するだろうが今や本当にこれだからな冗談でなく,1.0
624,303,ただ体調にはお気をつけください。,1.0
503,182,ってより「フェミニストの化けの皮が剥がれた」かと,1.0
487,166,太田は頭が悪いくせに、知ったかぶり、あんなんで芸人なんて、干されなきゃわからないのよ。,1.0
249,34180,それは価値観の押し付けだと思いませんか？,0.0
518,197,はあ?？,1.0
123,18738,それとも、もしかして、貴方、日本語が母国語ではない外国の方ですか？,0.0
471,150,「皆無」です。,1.0
550,229,ソロスとゲイツが買収した検査会社の方法。,1.0
125,19080,かわいそうな人達です。,0.0
577,256,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
546,225,プライマリーバランス黒字化だけでも廃止しないといけませんね。,1.0
275,34250,またデマ流してるーくっだらない動画ばっか見てないでたまには正しい情報も見ましょうね,0.0
367,46,私は山本太郎が嫌いです。,1.0
392,71,その人の体とその人の人生なので。,1.0
133,20089,ネトウヨ。,0.0
177,26360,論点がおかしいですよ。,0.0
572,251,かせると本質が不透明になり、お笑いのプロパガンダ利用倫理観欠如で日本会議理念の安倍晋三元首相は「私が国家だ」とんだ勘違いの傲慢不遜で権力私物化「政治とカネ」,1.0
306,34373,真っ当な批判を犯罪、差別にすり替えるってすごいね。,0.0
424,103,続ければ何かが見えて来るというのは、ホント実感します。,1.0
77,15234,全く触れずにこんな糞みたいな煽りツイートか,0.0
18,1557,本当に高校生当事者からの切実な声なの…？,0.0
398,77,「経済大国」を標榜するのなら国民の実態もそれに合っていなければおかしいですよね！,1.0
295,34329,これを取り締まる権力を得たら、あなたみたいな人は香港弾圧みたいなこと平気でするんですか？,0.0
97,16418,アンケートとったの？,0.0
11,1291,あんたが「存在するだけで嫌われ警戒される」,0.0
427,106,その通りですね。,1.0
414,93,その団体に陽性者がいればバイオテロは真も、陽陰わからぬ中でバイオテロは過度な非難。,1.0
463,142,中国、歴史的な文化遺産や観光地は素晴らしいが現代的な魅力のあるソフトパワーがない。,1.0
46,2666,このプロフィールから滲み出る頭の悪さよ,0.0
303,34365,シツコサでは「きっこ」の方が200％しつこいのに本人だけが気が付かない認知症加減が草,0.0
199,33957,共感してくれる人としか話したく無いと言う事なんだろうけど、何かを発信したい人なの？,0.0
117,18284,倒閣に加担してたんだろ。,0.0
490,169,あくまで規制した海外の事象としてその事実があるから言っているのですよ。,1.0
45,2655,具体的にどういった問題が起こるのか提示も出来ないなら、お前も幼稚であることに変わりがないのだから、自分で言っていることを体現しているとしか言えないと思うんだが…。,0.0
628,307,方針が国民を守る事に向いてないでしょうよ。,1.0
154,23670,個人的にくそなんちゃんらとかって言う言い回しが大嫌いです。,0.0
557,236,日本は日本で生き残る術を模索したほうがいい。,1.0
