,Unnamed: 0,comment_sentence,label
833,411,我々は絶対にフェミニストによる数多の差別や弾圧運動を忘れないし許す事は無い。,1.0
747,325,同意です！。,1.0
783,361,なるほどな。,1.0
588,166,残念ながら右翼方面からも失敗との声が大多数ですね,1.0
447,25,付け加えるなら…,1.0
610,188,それを知らないはずはありませんよね？,1.0
744,322,未だに、安倍晋三氏をボロカスにしないと気が済まない。,1.0
228,33651,2行目ですでに意味がわからない。,0.0
45,2615,だから説得力も皆無。,0.0
207,26227,メディアが現実に与える影響を一緒くたにするなバカ,0.0
459,37,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
359,34232,くだらんツイデモより京都の財政状況気にした方がいいんじゃない？,0.0
639,217,私立ならいじめを受けないだろうという謎の価値観。,1.0
306,34006,お前らが規制しようと躍起になるからそうなるんだよ,0.0
276,33901,ほんとやかましい。,0.0
285,33953,おんなじような事を年中呟いてるけど、要はボキャ貧なんだなw,0.0
527,105,全然違うねえ。,1.0
193,23853,決め付けもここまで来ると清々しいもんだな。,0.0
731,309,そういうこと言ってる時点であなたも同じです,1.0
273,33872,何を仰りたいのか、よくわかりません。,0.0
632,210,「イヤなら観るな」で終了案件じゃねぇかいつまで我儘言ってるんだ？,1.0
12,1049,たったの一行で全部間違ってて草,0.0
628,206,ちゃんと学習指導要領に沿って教えろ,1.0
6,834,あたま大丈夫なのかしら、と。,0.0
790,368,そう言えば、Amazon musicからロシアの作曲家の曲が減らされているって聞いているのですが、Amazon独自でしょうね。,1.0
434,12,気づいてくれて命があってくれて本当によかったエプソムソルトで入浴するとデトックスになります。,1.0
455,33,共産脳でないと理解できないのでは。,1.0
786,364,部署違うからよく知らんけど。,1.0
441,19,支持者は支持者達で衆愚の極みだしどうしようもない。,1.0
383,34288,決めつけは良くない。,0.0
719,297,知能は過大評価されすぎ。,1.0
261,33815,早く垢消せ,0.0
375,34265,先ずはそれをやってから文句言えよなw,0.0
31,2289,モラルがねぇからたたかれてんだろ？,0.0
162,19944,キチンと日本語使えないお前のようなのがネトウヨ脳になってるだけ。,0.0
717,295,アメリカはアメリカのためにしか闘わないよ。,1.0
260,33812,こんなバ看護師が居るから、いつまで経っても看護師の地位が上がらねえんだよ(=_=),0.0
499,77,意見を表明することは全く自由です。,1.0
382,34287,応援してたのに残念逆にこういうツイートに騙されないようにしよう,0.0
417,34414,本気で言ってるん？,0.0
404,34346,文明人としてのスタートラインに立ってから発言してほしいものですが、このように非人道的になってしまうのも完全なる自己責任とは言えません。,0.0
621,199,賛成(-o-)/,1.0
531,109,わざわざ登山して遭難した人には、「山に行くのは自由だが、遭難しても助けを求めるべきではない」とは言わないし、わざわざ海行って溺れた人にも、「海に行くのは自由だが、溺れても助けを求めるべきではない」とも言わないくせに。,1.0
122,16128,あなたみたいな男ばっかりだから娘さんはこれから辛い思いをするでしょうね。,0.0
405,34352,お前みたいなおぱよさんでもまともな職にありつけてる事に感謝すべきでは？,0.0
396,34331,15年くらい認識が遅れてる。,0.0
119,16000,それと同じなんに自分らの趣味の話になると認識バグるのな。,0.0
128,16279,エビデンス出して下さい。,0.0
3,698,その固い頭を柔らかくした方が生産的,0.0
838,416,自分たちと意見の違う者を勝手に線引きして、自分たちこそ正当だと勝手に振る舞っているのは、あなたも同じだと思いますけど。,1.0
591,169,先生のツイートへのリプの中には、イベルメクチンを万能薬、さらには不老不死の薬のように吹聴するものが見受けられます。,1.0
28,2283,フェミニズムをおかしな宗教みたいにした連中のうちの一人が何言ってんだろう？,0.0
363,34243,多くの外国人力士がいて横綱にもなっている自分の思い込みだけで印象操作、あなた自身が一番品格がないですね,0.0
175,20839,デマ相当する。,0.0
582,160,お気持ち×,1.0
274,33874,極論,0.0
30,2287,日本から出ていって下さい。,0.0
184,22707,お里が知れますね。,0.0
362,34241,いちゃもんつけるネタがついに大相撲にまで及んできましたね、そんなにあなたの周りのことがあなたの思い通りになる事はありえないんですよ。,0.0
358,34222,黙れ小僧笑笑,0.0
540,118,何時出るか、そもそも出るのか不明な一律給付を頼るとか有り得ませんね。,1.0
721,299,やってますのホーズ。,1.0
820,398,生理を体験したいなら、魔法をかけてあげる。,1.0
25,2280,病気じゃない？,0.0
584,162,ほんまコレやぞ。,1.0
618,196,普通に臭いから止めてくれですむ話だろうになぁ,1.0
300,33992,恥かくだけだからやめとけ,0.0
812,390,野蛮な拷問や階級制度を破壊して朝鮮国民に自由を与え近代化したことは誇れると思うよ。,1.0
536,114,国民はこの2年間でしっかり学習しました！,1.0
334,34131,レベル低すぎで語る気もしない,0.0
737,315,息子にもらったか聞いてみまーす,1.0
41,2338,『戦いになると抵抗出来ず『差別主義者！』と叫んで逃げるしか脳のない女性』を体現してるだけやないの。,0.0
159,18967,かわいそうな人達です。,0.0
299,33988,すぐ嘘を、しかもすぐにバレる嘘を付くからお前ら支持されねえのよ,0.0
784,362,素晴らしい経済政策なのに、左側の一部の人にしか理解されないのが、もったいなさ過ぎますね。,1.0
138,16443,中身が全くないな笑笑笑笑,0.0
560,138,その破壊も物心両面でやるつもりなんでしょうね。,1.0
214,29941,自分が理解出来ないから認めないなら「多様性」を理解してない。,0.0
834,412,個人的にも痛感してます！,1.0
315,34035,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
355,34201,どんどんバカになってくな…,0.0
69,9821,本を読んだから賢い！なんて考え方が子供過ぎる（笑）,0.0
762,340,朝から呟けばボロカスに叩かれてんなw,1.0
651,229,まったく同感です,1.0
498,76,足を洗っても本人どころかその身内までも否定しろと？,1.0
203,25641,まぁ、貴方は次もないと思いますが。,0.0
841,419,なんも思わないでしょ,1.0
296,33967,借金いくらあるの？ねぇ,0.0
345,34151,ハッシュタグなんて哲ちゃんにはまだ無理だからおとなしくしてなさい,0.0
827,405,そもそもですが基礎疾患によらず、ワクチン未接種により重症化したケースはどの程度あるのでしょう？,1.0
130,16301,具体的根拠を示せよ！,0.0
653,231,五輪のデモじゃなくてもデモ参加して金もらってたんだよね,1.0
616,194,ほんこれ。,1.0
705,283,自民は右・左というわけ方はできやんなぁーどっちの派閥もあるからどっちの派閥が力強いかで傾きが変わる最近できた安倍さんの派閥にはかなり期待してる。,1.0
688,266,出てました。,1.0
594,172,寿命縮めてもいる価値ないと思ったら逃げた方がいいですね,1.0
538,116,社会性がなくなる前に,1.0
804,382,本当にロクでもない制度ですよね,1.0
631,209,何気ない夫婦や親子の幸せなツイートがああいう連中には当て付けや嫌がらせに感じるだけなのですおはようと挨拶されただけで恋愛感情を抱かれてると思いこむストーカーと同じぐらい頭かメンタルがおかしいだけ(  °ω°),1.0
133,16306,嘘ばっかり,0.0
152,18330,読めても理解できない。,0.0
581,159,それは表現の自由ではなく性教育の話では。,1.0
65,7453,その実例を挙げて説明されたい。,0.0
271,33870,ある界隈の人たちって、「本当に」だの「真の」だのが大好きなのですね…,0.0
218,31108,差別者 であることを自覚してください。,0.0
685,263,コロナ騒動で科学医療全体に懐疑の目が向けられる事になりました。,1.0
399,34334,またデマ?,0.0
712,290,手前が嫌っているというだけの話を女性だの人権だのに肥大化させてんのフェミとかポリコレリベラルの方だろ。,1.0
528,106,ワクチンの手配が遅れていると聞いていますが？,1.0
530,108,昔の戦国武将や大名だって新しい文化に手を出せば今で言うオタクですよね？,1.0
239,33727,あなたはそもそも胡散臭いのなんとかした方がいいっすよ、と思ってます。,0.0
558,136,僕は生まれた時から障害を持っていてそれをテーマにした小説を書いているのですが。,1.0
431,9,表現の自由で燃えているの、大半の人は知らない、興味ないで、そういう人にアンケート取ったら一定量「好きじゃない」「見たくない」って答えるやつよ。,1.0
501,79,日本人の印象は、すでに、めちゃくちゃ良いです。,1.0
692,270,憲法に沿って反日教育が行われているとは、どういう事でしょうか？,1.0
40,2309,長えんだよ妄想が。,0.0
832,410,副、と付くとどうしても大した事ないイメージになるし 副反応、副作用…どちらも重篤な状態など想像しませんよね,1.0
605,183,そんな事あるの？,1.0
643,221,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
792,370,今のところは怖すぎな人いないから居心地よいとこ,1.0
496,74,やな奴だ,1.0
782,360,果たしてそんな人間は存在するのか？,1.0
126,16276,日本語わかりますか？,0.0
280,33925,ムカつくな。,0.0
412,34364,という胡散臭い主張,0.0
403,34342,しっかり搾取されてて草養分乙,0.0
106,13005,妄想か現実みろよ,0.0
525,103,フェラーリ乗って身を切る改革,1.0
819,397,なんとなくだけれど、この懸念、既にやっている組織がある気がする,1.0
614,192,キモイオタクキャラって定番すぎて、レベルで言えば「ほっかむり被った泥棒」と同じレベルまで浸透しているんだよね。,1.0
308,34008,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
585,163,こんなマゾ向け仕様のクソゲーに参加してられっか！と販売元に返品したいのが正直な気持ちです。,1.0
456,34,明るい家庭みたいわ,1.0
424,2,薫殿。。,1.0
75,11335,お前らの主張なんてどこまでいっても「私」を前提とした「差別」でしかない。,0.0
381,34286,馬鹿はどっちなのか…,0.0
125,16274,非常に多くの日本人は望んでおりません間違い忖度はしないで下さい。,0.0
689,267,あとは間違い。,1.0
642,220,「投資はギャンブル」って投資に無知な人のセリフですよね。,1.0
526,104, 責任を取れんのか？,1.0
145,17681,ゴ〇,0.0
379,34275,なにか、もんだいでも？,0.0
196,23873,古のオタク。,0.0
131,16303,多くの日本人が望んでいるなら実現しているはずなので、ソースも無しにウソは言わないでください。,0.0
142,17231,偏見。,0.0
121,16126,正直一つ前のツイートの一行目からギョッとしたけど、まぁ男なんてこんなもんだよな。,0.0
625,203,…コロナ騒動のお陰で情報操作するメディアに気付けてある意味よかった。,1.0
333,34130,全体主義思考の異邦人に言われたくない。,0.0
1,124,またネトウヨが騒いでる笑笑,0.0
506,84,罰を与えろ！,1.0
54,4714,本気で言ってるのでしょうか。,0.0
576,154,これは本当に今からでもいいからやめてほしい。,1.0
254,33787,うーん一見いいこと言ってるようで政治への要望がコロナ脳。,0.0
830,408,思考停止＆懐古主義,1.0
483,61,…東南アジア出身者も近い内にそうなるでしょう。,1.0
323,34073,ネトウヨが差別用語と、訳の分からない主張をするネトウヨ。,0.0
807,385,何を言い出そうと左翼であることには変わらないからね。,1.0
444,22,品格は日本人力士にも当然求められていますが？,1.0
464,42,で、中共はその金で日本侵略を企ててる…と…何だそれ？,1.0
353,34196,だから？,0.0
673,251,その時点でここまで馬鹿騒ぎし人類初のワクチンを躊躇なく子どもにまで打ちこむなんて夢にも思わなかったわ本当に愚かよ,1.0
199,23878,「ようなもの」よって事実ではない単なる感想であるQ.E.D,0.0
340,34144,格差とか言い出して何が言いたいんだろ…,0.0
297,33981,「女性であるが故に不利益を受けたり生きづらさを感じさせられたりすることのない社会を実現しなければ」という部分は大賛成だが、このツイートはちょっと...。,0.0
698,276,　ん?、アイドルもその内可愛いフリル系の服とかもダメになるのでは？,1.0
74,11334,お前らヒステリック・フェミによる極めて醜悪かつ傲慢な差別行為を止めさせるのが望み。,0.0
454,32,#憲法改正は誰の為#生命大事に#,1.0
380,34276,?(｡･?･)????？,0.0
795,373,そうだよね～！,1.0
317,34051,まるっきり反対派の主張内容を脳内で生成してるっぽくて、このあたりは表自だとかと共通する妄想系が多いね。,0.0
367,34256,寝言は寝てから言ってください(´･Д･)」,0.0
679,257,かっこいいです,1.0
543,121,どこのアメリカ人が日本人のために闘うのかな？,1.0
839,417,自分は豊かになりたい、でも気に入らないあいつは貧しくなってほしい。,1.0
640,218,そもそも差別の定義をご存知ないようなので、横から失礼。,1.0
37,2297,そりゃ奇声上げながら斧振り回してるのが見えてたら通報されるわ常識考えろ常識を,0.0
554,132,ボロクソに言う世間に何の矛盾も感じることなく胡座をかいているのが太田。,1.0
68,7856,公文書改竄を推奨しろって事脳ミソ沸騰しとる,0.0
523,101,これが社会インフラ整備会社の実態です。,1.0
703,281,おっしゃる通り！,1.0
188,23557,個人的にくそなんちゃんらとかって言う言い回しが大嫌いです。,0.0
778,356,もし「性欲がある全ての人間は性犯罪者予備軍である」と言うのなら、その理屈は合っている。,1.0
446,24,そんなで知名度あげ,1.0
637,215,体調不良って2次反応のことだし、インフルエンザの予防接種だって打つのはメリットだと思うけどなあ後親の教育のおかげで子供がワクチン打ってないって自慢してる人はちょっと怖いと思います。,1.0
256,33799,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
562,140,メディアのメディアに都合の悪いことに対しての、ヘイトだろ…報道の自由なんてない。,1.0
579,157,信じているのでは？,1.0
521,99,なにを助けてくれるの現金配布,1.0
831,409,日本に近づくな!!,1.0
19,1284,脳みそがゲシュタルト崩壊！,0.0
161,19163,むろん「何故GDPはこの30年日本だけが伸びないのか」みたいな話すら出来ない。,0.0
697,275,思い込みと偏見による先入観、たいへん失礼いたしました。,1.0
368,34257,税金泥棒が寝言を言うな!,0.0
84,11353,歴史修正乙,0.0
814,392,本当に貧しいか、確認しに街を歩いて見たらいいんじゃ？,1.0
781,359,社会人になりコミュニティが限定されてます。,1.0
451,29,結婚前の貯金は特有財産であり、個人のもの。,1.0
589,167,公約を破る事を「多様性」で美化しないで頂けますか？,1.0
607,185,10～15分でこなしてた外来が…,1.0
546,124,分別のある大人の言葉じゃない。,1.0
341,34145,最近は物言いが酷すぎるし単純に煽って自分のチャンネルに誘導しようとしてるんですね。,0.0
139,17031,生活環境まで政府にケツ持たせるとか言ってて恥ずかしく無いのか？,0.0
204,25650,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
664,242,幸福の科学をもっと醜悪にしたような感じかぁ。,1.0
251,33774,大きな勘違い。,0.0
587,165,そんな女性は、当然自分に釣り合うという意味の男性を求めるわけで。,1.0
590,168,それをテレビの向こうの視聴者は信じるんですよね,1.0
715,293,今年はたくさんの気付きを頂きましたー良いお年を,1.0
136,16330,ウソつくなや,0.0
391,34312,事実と異なっているというソースは？,0.0
816,394,内輪の支持者しかいない番組なんて誰も見ないんだからさ。,1.0
113,15122,捏造動画作って収益あげる奴が言うのはおかしいのでは(笑),0.0
164,19973,屁理屈言うなネトウヨ。,0.0
766,344,国民の総意って、ああた……。,1.0
808,386,あと、コストしか見ないアホ経営者が悪い。,1.0
796,374,離職率が増える可能性があります。,1.0
282,33933,なんで海乱鬼って年中イキり散らしているわりには、物の考え方がこんなに弱々しいのだろうな。,0.0
92,11396,歴史修正乙,0.0
169,20789,違和感ある発言。,0.0
739,317,同胞か，お花畑かな…,1.0
678,256,2回目までは仕方がない？はい?？,1.0
629,207,ちなみに未接種だけど、反ワクではありません,1.0
736,314,無理のない範囲でやればいいのにと思う。,1.0
264,33851,改憲誘導ですか？,0.0
303,34003,根拠ない邪推でワロタｗ,0.0
469,47,影響受けたととして、実行するのは個人の責任でしかないよ？,1.0
507,85,mTちゃん無糖さん,1.0
641,219,『野党は批判ばかり』って言う輩統計改竄を賞賛しろって事,1.0
275,33875,一寸、論を飛躍させ過ぎて極論に持ってってる印象が。,0.0
88,11367,恥を知れと言いたい。,0.0
272,33871,？,0.0
461,39,あげよ我々に向けての鼓舞ととらえてもおとなしくなった某野党への鼓舞ととらえても,1.0
794,372,今日200人宣言中なのでフォローして頂けたら嬉しいです,1.0
583,161,国民を騙し導く為に、国が金を出して口も出している。,1.0
250,33768,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
9,1010,ネトウヨ究めてんなー,0.0
157,18625,それとも、もしかして、貴方、日本語が母国語ではない外国の方ですか？,0.0
765,343,違います。,1.0
470,48,ツイッターは、関心があるテーマしか表示しないから、政治に無関心な層と交わることはない。,1.0
770,348,投資は一年半前に始めたので、今は副業をどうするかを常に考えています。,1.0
801,379,2うるさいけど、オタクの性欲丸々詰め込んだ作品を公共でも楽しみたいというのはお気持ちじゃないのですかね,1.0
135,16329,ちゃんと裏付けとりましょね,0.0
198,23875,どのへんが？,0.0
393,34327,あんたら「獣臭い博多ラーメンはすべて禁止して、マイルドな味だけにしろ」と言うから嫌われとるんやで？,0.0
107,13006,まけいぬよ哀れなオッサン,0.0
288,33958,ギャンブルの為の口座やアプリを勧める人が言える発言ではありませんよ,0.0
225,32866,というかほぼ間違ってる香西君が触れていい内容じゃないぞ。,0.0
836,414,出せってなに？,1.0
467,45,我々日本人は農耕民族。,1.0
114,15179,あなたの意志が弱いだけです。,0.0
397,34332,多方面に喧嘩を売る天才を見つけた。,0.0
309,34009,貴女のお母様に対してそして貴女のお父様祖父母お母様の祖父母も女性差別した事になりますが？,0.0
395,34329,獣臭いラーメンの様な汚物は消毒だー、ヒャッホ?！」ってカタルシスに溺れて悪役やってんのが自分達だと理解できて無いんじゃ無い？,0.0
443,21,そろそろ玉はお咎めあるんじゃないかと思うほど激しくなってきたけどきちんと規則を受け入れてどんどん変わってんのに叩きやすいから叩く。,1.0
668,246,と言うかその手の人間てホントに読んでるのかも割と疑問な気が(笑),1.0
326,34092,そのような判断の責任を相手に転嫁していますが、あなたは戦争をした上での責任を取ることは出来ませんよね？,0.0
701,279,ほんとは9割の人が排斥せよと言うようなのこそ守らなきゃならんので、量的な方面の話をする時でも、そうした基礎のところは忘れないでほしい。,1.0
174,20838,恐怖心煽り社会を混乱させてる。,0.0
413,34366,さすがにご冗談ですよね？,0.0
593,171,衝撃的でしたそろそろほんまにみんな考えないとですね！,1.0
681,259,年の瀬に、誰しもが思ってる事をツイートする？,1.0
52,4438,いちいちさんまのテレビ見るのに洗脳ガーとか言ってるやつ#マイキー大喜利,0.0
516,94,エロでもなんでもないものをいやらしいと撤去されるのがいやなんだよ。,1.0
448,26,そもそもなんで夫が元暴力団の人間だと首相の臨時代理順位2位になっちゃいけないんですか？,1.0
295,33966,お前は無理だからさぁ、人に迷惑かける動画だけはやめたら？,0.0
224,32849,香西さんのツイートは「不確かな内容」いっぱいですよw,0.0
238,33723,(´・ω・`)?,0.0
474,52,日本人は本当にアメリカが日本を守ると思っているのかアメリカは自己都合で日本にいるだけましてや駐留費は日本持ち馬鹿にするのもいい加減にしろ,1.0
742,320,仕方ないですよ～、加工するのは自民党の「お家芸」,1.0
230,33661,こんなことを真顔で言われた日には、笑い堪えるのに必死になってしまうわ。,0.0
290,33960,朝から何言ってんの？,0.0
745,323,幼稚園・保育園から小・中・高・大や専門、留年や浪人、不登校の有無、職歴、雇用形態や職種、必要なら会社名や企業規模、入試形態まで聞く派です。,1.0
613,191,性格特性は遺伝子でも決まるから、これは充分に存在しうるだろうなあ。,1.0
457,35,え？,1.0
674,252,立憲共産れ党支持者はこんな下ネタ嫌悪感しかない,1.0
511,89,無理して自分を殺して我慢してその人と付き合う必要なんかない。,1.0
7,908,ソースは？,0.0
563,141,中曽根、竹下、その他多数の大物政治家を見逃して来た日本の司法や検察には最初から期待はしてません。,1.0
774,352,都心でオシャレで就活もしやすい大学を偏差値で集めたのはいいけど、MARCHという響きでやや軽く感じる。,1.0
667,245,日本国内でも感染者より停泊中の弁当の方が大きなニュースになってたし、ご担当者様、お疲れさまです。,1.0
609,187,いつまでも居座るのは何でなんだろう。,1.0
111,15119,なんかさ、君は金銭欲や自己顕示欲が強すぎて周りの人間やサラブレッドに対しての愛が感じられないんだよね。,0.0
183,22308,理屈が分からん,0.0
217,31083,何ら根拠ないですね,0.0
64,7442,この人、綺麗事だけで生きているゾンビだ。,0.0
656,234,しかも反省すらしていない体たらくさ,1.0
242,33736,共感してくれる人としか話したく無いと言う事なんだろうけど、何かを発信したい人なの？,0.0
97,11745,詐欺をして楽しいですか？,0.0
691,269,キャッシュレスも犯罪と背中合わせ。,1.0
453,31,ムラを作ろう。,1.0
42,2363,そういう場で自分の主張を押し通すことこそがあなたの最大の存在意義じゃないの？,0.0
289,33959,当たらないから文句言ってるだけですよね？,0.0
743,321,てっぺいさん,1.0
575,153,真似してるんじゃ無いかな。,1.0
327,34094,こんな会話ありえないし、しても意味がない。,0.0
229,33660,矛盾が多すぎで拾いきれないですね！！,0.0
738,316,マイナス評価する人と、実際に企画をボツにする人は別人なんで、仮に経済的損失で訴えるならボツにした警察に対してじゃないかと思う。,1.0
351,34181,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
826,404,知能は二の次。,1.0
77,11337,極左の破壊活動でしかない！,0.0
172,20826,これがオウムのサリン事件と同一に見えるのならば医者に行くべきだ,0.0
730,308,いくら説明しても無理それは既に治療が必要な洗脳されてる脳みそだと思います,1.0
287,33955,それは価値観の押し付けだと思いませんか？,0.0
279,33924,誰のことを言ってるのだろう？,0.0
168,20786,議員なら真実の情報を広めたらどないや。,0.0
533,111,仮に規制して性犯罪が確実に無くなる保証はありますか？,1.0
182,22307,他人の表現の自由への侵略や,0.0
259,33811,あるものをあるってそれはあなたの勝手な思い込みですよね？,0.0
416,34413,経験も知識も経済力もない似非フェミが自分のお気持ちを会社にクレームとして喚き散らしている。,0.0
195,23857,有効な反論が出来ないから性犯罪予備軍などとレッテル貼って話をずらそうとしてるんですね,0.0
650,228,おはようございます。,1.0
761,339,元々増やす計画のために無料PCRでしょ？(笑),1.0
331,34103,これほど頭固いとは。,0.0
646,224,&gt; ネトウヨのイメージ,1.0
